object_name,kepler_name,disposition,koi_pdisposition,orbital_period,transit_depth,planet_radius,koi_teq,koi_insol,stellar_teff,stellar_radius,koi_smass,koi_slogg,koi_count,koi_num_transits,koi_max_sngle_ev,koi_max_mult_ev,impact_parameter,transit_duration,koi_ingress,koi_dor,source,tid,toipfx,st_tmag,st_logg,st_dist,toi_created,ra,dec,pl_name,pl_letter,pl_eqt,st_mass
K01762.01,,FALSE POSITIVE,FALSE POSITIVE,0.870693883,438.5,2.09,1876.0,2923.54,5985.0,0.883,0.94,4.519,1.0,1533.0,4.8508654,42.253517,0.832,1.2137,,3.37,Kepler,,,,,,,,,,,,
K01518.01,Kepler-875 b,CONFIRMED,CANDIDATE,27.5071114,580.7,2.58,569.0,24.71,5783.0,0.88,0.977,4.539,1.0,48.0,6.4298744,27.182098,0.918,5.907,,16.41,Kepler,,,,,,,,,,,,
K01519.01,Kepler-876 b,CONFIRMED,CANDIDATE,5.1443645,310.7,1.55,923.0,171.63,5157.0,0.904,0.83,4.445,2.0,261.0,3.594026,17.12765,0.031,2.703,,14.77,Kepler,,,,,,,,,,,,
K01520.01,Kepler-877 b,CONFIRMED,CANDIDATE,18.45848388,535.3,2.5,632.0,37.81,5311.0,0.948,0.859,4.419,1.0,73.0,6.3423014,34.93317,0.832,3.3703,,25.0,Kepler,,,,,,,,,,,,
K01521.01,Kepler-878 b,CONFIRMED,CANDIDATE,25.9421582,569.7,1.95,501.0,14.85,5167.0,0.796,0.891,4.585,1.0,50.0,6.153776,24.828281,0.577,4.045,,41.4,Kepler,,,,,,,,,,,,
K00177.01,Kepler-1711 b,CONFIRMED,CANDIDATE,21.06075303,301.2,1.78,669.0,47.39,5706.0,1.034,0.94,4.382,1.0,65.0,7.581757,43.052994,0.176,5.2472,,30.68,Kepler,,,,,,,,,,,,
K01576.02,Kepler-307 c,CONFIRMED,CANDIDATE,13.08424286,662.0,2.71,739.0,70.51,5511.0,0.987,0.947,4.426,3.0,102.0,9.113019,43.509666,0.701,3.0401,,24.6,Kepler,,,,,,,,,,,,
K00183.01,Kepler-423 b,CONFIRMED,CANDIDATE,2.684328541,18136.5,12.73,1265.0,603.57,5561.0,0.956,0.859,4.411,1.0,501.0,193.02173,2803.75,0.076,2.69382,,8.546,Kepler,,,,,,,,,,,,
K01576.03,,CANDIDATE,CANDIDATE,23.3397956,125.1,1.23,653.0,43.02,5671.0,1.084,0.983,4.36,3.0,,,,0.4757,1.923,,82.7,Kepler,,,,,,,,,,,,
K01577.01,Kepler-895 b,CONFIRMED,CANDIDATE,2.806243488,599.6,1.41,771.0,83.53,4153.0,0.581,0.595,4.684,1.0,472.0,3.7419364,17.98488,0.043,1.6271,,13.469,Kepler,,,,,,,,,,,,
K01578.01,,FALSE POSITIVE,FALSE POSITIVE,2.27190723,149.0,1.12,1318.0,714.27,5788.0,0.856,0.856,4.506,1.0,477.0,4.435737,19.963707,0.719,5.383,,2.44,Kepler,,,,,,,,,,,,
K01579.01,,FALSE POSITIVE,FALSE POSITIVE,7.132351753,744.1,49.34,1579.0,1466.12,7530.0,1.93,1.633,4.08,1.0,188.0,11.479321,80.6308,1.206,2.9674,,4.92,Kepler,,,,,,,,,,,,
K01650.01,Kepler-920 b,CONFIRMED,CANDIDATE,6.53194024,771.9,3.09,907.0,159.66,5301.0,0.977,0.856,4.391,2.0,129.0,5.4433193,32.68434,0.83,3.3351,,9.14,Kepler,,,,,,,,,,,,
K01651.01,Kepler-921 b,CONFIRMED,CANDIDATE,51.3011844,498.9,2.07,492.0,13.86,6032.0,0.929,1.014,4.508,1.0,21.0,5.4655075,16.529358,0.003,5.359,,74.62,Kepler,,,,,,,,,,,,
K01654.01,,FALSE POSITIVE,FALSE POSITIVE,1.097211085,38946.0,16.07,740.0,71.01,3497.0,0.334,0.339,4.92,1.0,974.0,98.81571,1356.9958,1.145,1.6738,,4.56,Kepler,,,,,,,,,,,,
K01655.01,Kepler-922 b,CONFIRMED,CANDIDATE,0.938466959,217.4,1.58,1876.0,2919.17,5499.0,1.087,0.906,4.323,1.0,1135.0,4.324426,41.280567,0.054,1.3015,,5.6049,Kepler,,,,,,,,,,,,
K01656.01,,CANDIDATE,CANDIDATE,51.3901452,494.0,3.62,570.0,24.98,6074.0,1.292,1.173,4.284,1.0,17.0,5.7422523,13.279842,0.946,5.995,,26.0,Kepler,,,,,,,,,,,,
K00195.01,Kepler-426 b,CONFIRMED,CANDIDATE,3.217518511,14319.4,11.38,1185.0,464.73,5720.0,0.903,0.882,4.473,1.0,413.0,97.47379,1264.7878,0.638,2.11481,,10.662,Kepler,,,,,,,,,,,,
K01779.01,Kepler-318 b,CONFIRMED,CANDIDATE,4.66271902,1630.6,3.86,1039.0,274.98,5729.0,0.939,1.051,4.514,2.0,233.0,27.653961,213.7086,0.485,2.757,,11.87,Kepler,,,,,,,,,,,,
K01779.02,Kepler-318 c,CONFIRMED,CANDIDATE,11.8150174,1003.0,3.48,762.0,79.66,5729.0,0.939,1.051,4.514,2.0,85.0,13.718739,80.44857,0.875,2.834,,17.58,Kepler,,,,,,,,,,,,
K01781.01,Kepler-411 c,CONFIRMED,CANDIDATE,7.834433676,2018.1,3.47,689.0,53.33,4920.0,0.72,0.822,4.62,3.0,135.0,34.478985,238.17216,0.714,2.89,,15.79,Kepler,,,,,,,,,,,,
K01781.02,Kepler-411 b,CONFIRMED,CANDIDATE,3.005156911,691.6,2.2,949.0,191.27,4920.0,0.72,0.822,4.62,3.0,342.0,14.961813,134.81491,0.844,2.0747,,6.55,Kepler,,,,,,,,,,,,
K01522.01,Kepler-879 b,CONFIRMED,CANDIDATE,33.3856176,553.2,2.48,580.0,26.73,5833.0,1.022,0.974,4.407,2.0,39.0,7.8523555,32.242672,0.562,5.0361,,43.3,Kepler,,,,,,,,,,,,
K01523.01,,FALSE POSITIVE,FALSE POSITIVE,8.48039789,259.7,1.71,866.0,132.85,5401.0,1.05,0.93,4.364,1.0,128.0,6.320179,18.904547,0.486,6.249,,9.26,Kepler,,,,,,,,,,,,
K01524.01,,FALSE POSITIVE,FALSE POSITIVE,1.333395306,114.5,0.86,1390.0,880.53,5199.0,0.811,0.807,4.527,1.0,1009.0,4.4195385,8.643481,0.151,1.188,,8.581,Kepler,,,,,,,,,,,,
K01525.01,Kepler-880 b,CONFIRMED,CANDIDATE,7.71467686,233.9,4.65,1622.0,1636.72,6900.0,2.599,1.714,3.843,2.0,180.0,5.1115084,31.662823,0.899,4.5871,,6.15,Kepler,,,,,,,,,,,,
K01526.01,Kepler-881 b,CONFIRMED,CANDIDATE,4.4444826,163.0,1.71,1217.0,518.45,6240.0,1.079,1.135,4.426,1.0,302.0,4.6596465,16.398657,0.941,3.686,,3.62,Kepler,,,,,,,,,,,,
K01580.01,,FALSE POSITIVE,FALSE POSITIVE,21.3781146,556.1,3.18,727.0,65.94,6218.0,1.131,1.219,4.417,1.0,52.0,11.088186,21.90635,0.906,19.359,,4.16,Kepler,,,,,,,,,,,,
K01581.01,Kepler-896 c,CONFIRMED,CANDIDATE,29.5422566,879.9,3.15,515.0,16.56,5510.0,0.803,0.877,4.572,2.0,46.0,7.930523,31.4297,0.959,13.902,,6.444,Kepler,,,,,,,,,,,,
K01581.02,Kepler-896 b,CONFIRMED,CANDIDATE,144.551628,1035.2,3.06,303.0,1.99,5510.0,0.803,0.877,4.572,2.0,10.0,10.278042,19.9715,0.887,16.599,,35.5,Kepler,,,,,,,,,,,,
K01582.01,,CANDIDATE,CANDIDATE,186.4361811,4347.0,11.32,353.0,3.66,5393.0,1.37,0.926,4.132,1.0,8.0,31.873058,59.845184,0.921,5.774,,137.19,Kepler,,,,,,,,,,,,
K01583.01,Kepler-897 b,CONFIRMED,CANDIDATE,8.04727721,486.0,2.33,855.0,126.56,5840.0,0.849,0.942,4.553,1.0,166.0,4.635349,30.786917,0.937,5.159,,5.05,Kepler,,,,,,,,,,,,
K01584.01,Kepler-898 b,CONFIRMED,CANDIDATE,5.87063416,505.6,1.44,616.0,33.99,4166.0,0.612,0.624,4.66,1.0,230.0,3.8585851,19.516884,0.642,2.5736,,13.88,Kepler,,,,,,,,,,,,
K00191.01,Kepler-487 b,CONFIRMED,CANDIDATE,15.358767771,14638.1,10.89,662.0,45.46,5422.0,0.887,0.874,4.484,4.0,71.0,110.88531,695.00134,0.487,4.1223,,28.47,Kepler,,,,,,,,,,,,
K01659.01,Kepler-1762 b,CONFIRMED,CANDIDATE,29.5390897,403.3,2.51,714.0,61.49,6572.0,1.238,1.298,4.365,1.0,42.0,4.6953783,15.492322,0.213,4.139,,54.3,Kepler,,,,,,,,,,,,
K01660.01,,CANDIDATE,CANDIDATE,35.6364022,452.6,1.99,537.0,19.62,5926.0,0.887,0.978,4.532,1.0,35.0,5.597623,14.532,0.654,4.888,,43.6,Kepler,,,,,,,,,,,,
K01661.01,,FALSE POSITIVE,FALSE POSITIVE,0.94773253,11306.0,45.58,2321.0,6862.81,6302.0,1.269,0.895,4.183,1.0,1411.0,78.99686,1297.9481,1.186,1.7645,,2.76,Kepler,,,,,,,,,,,,
K01662.01,,FALSE POSITIVE,FALSE POSITIVE,0.784031658,352.2,1.55,1705.0,1995.65,5435.0,0.824,0.937,4.578,1.0,683.0,4.112915,21.225487,0.102,0.7773,,7.82,Kepler,,,,,,,,,,,,
K01458.01,,CANDIDATE,CANDIDATE,8.98128472,4924.0,7.19,898.0,153.36,5977.0,1.022,1.133,4.473,1.0,126.0,20.03778,149.7421,0.294,5.0397,,13.94,Kepler,,,,,,,,,,,,
K00171.02,Kepler-116 c,CONFIRMED,CANDIDATE,13.07141889,251.1,2.47,964.0,203.87,6122.0,1.439,1.123,4.173,2.0,98.0,5.463504,25.692062,0.751,3.0946,,22.1,Kepler,,,,,,,,,,,,
K01459.01,,FALSE POSITIVE,FALSE POSITIVE,0.692015479,4518.1,19.31,1057.0,294.34,3752.0,0.497,0.503,4.747,1.0,964.0,5.207069,29.723516,1.267,1.1315,,2.6,Kepler,,,,,,,,,,,,
K01460.01,,FALSE POSITIVE,FALSE POSITIVE,17.0421346,3616.7,5.14,594.0,29.47,5367.0,0.773,0.854,4.59,1.0,69.0,64.12946,191.25253,0.784,7.507,,12.42,Kepler,,,,,,,,,,,,
K01461.01,,FALSE POSITIVE,FALSE POSITIVE,7.94671044,6084.4,27.43,673.0,48.5,4859.0,0.702,0.789,4.626,1.0,164.0,27.171032,206.1693,1.255,2.8419,,11.13,Kepler,,,,,,,,,,,,
K01462.01,,FALSE POSITIVE,FALSE POSITIVE,3.74781242,5367.0,38.04,1172.0,446.47,5780.0,1.0,1.0,4.438,1.0,238.0,6.4695573,33.648304,1.258,5.241,,2.95,Kepler,,,,,,,,,,,,
K01527.01,,CANDIDATE,CANDIDATE,192.667139,1148.3,3.64,283.0,1.52,5401.0,0.878,0.863,4.487,1.0,7.0,10.598758,23.556185,0.911,5.443,,134.3,Kepler,,,,,,,,,,,,
K01528.01,Kepler-882 b,CONFIRMED,CANDIDATE,3.989544192,190.0,0.93,903.0,157.1,5229.0,0.688,0.765,4.643,1.0,341.0,3.9406226,22.076683,0.085,1.591,,19.33,Kepler,,,,,,,,,,,,
K01529.01,Kepler-59 c,CONFIRMED,CANDIDATE,17.9776037,213.9,1.58,752.0,75.61,6296.0,1.006,1.066,4.46,2.0,73.0,4.6149454,20.901041,0.721,4.605,,21.31,Kepler,,,,,,,,,,,,
K01529.02,Kepler-59 b,CONFIRMED,CANDIDATE,11.8693144,101.9,1.09,864.0,131.58,6296.0,1.006,1.066,4.46,2.0,109.0,3.4042969,12.777316,0.73,4.653,,13.63,Kepler,,,,,,,,,,,,
K01530.01,Kepler-883 b,CONFIRMED,CANDIDATE,12.98494603,257.2,1.64,818.0,105.74,5948.0,1.025,0.93,4.384,1.0,79.0,6.358666,33.825256,0.046,3.4497,,29.15,Kepler,,,,,,,,,,,,
K00184.01,,FALSE POSITIVE,FALSE POSITIVE,7.300735516,13051.7,13.32,1086.0,328.98,6434.0,1.138,1.169,4.394,1.0,188.0,121.105415,1341.889,0.446,5.78725,,9.795,Kepler,,,,,,,,,,,,
K01585.01,Kepler-899 b,CONFIRMED,CANDIDATE,19.17893976,752.8,2.4,640.0,39.65,5767.0,0.881,0.979,4.538,1.0,68.0,5.8425097,28.67196,0.004,5.144,,29.2,Kepler,,,,,,,,,,,,
K01586.01,Kepler-900 b,CONFIRMED,CANDIDATE,6.99130452,555.4,1.95,716.0,62.05,4847.0,0.761,0.86,4.606,1.0,157.0,5.6226835,29.367743,0.74,2.1568,,17.54,Kepler,,,,,,,,,,,,
K01587.01,,CANDIDATE,CANDIDATE,52.971584,3882.6,29.02,402.0,6.19,5204.0,0.789,0.808,4.55,1.0,27.0,14.101825,51.077126,1.259,3.4632,,52.5,Kepler,,,,,,,,,,,,
K01588.01,Kepler-901 b,CONFIRMED,CANDIDATE,3.517494725,532.8,1.42,704.0,58.08,4132.0,0.564,0.578,4.699,1.0,384.0,5.011481,42.818226,0.742,1.5639,,12.12,Kepler,,,,,,,,,,,,
K01665.01,Kepler-923 b,CONFIRMED,CANDIDATE,6.93365167,119.6,1.7,1104.0,351.27,5861.0,1.304,1.01,4.212,2.0,156.0,4.5954695,17.594885,0.904,4.608,,5.31,Kepler,,,,,,,,,,,,
K01665.02,,CANDIDATE,CANDIDATE,5.91393977,84.0,1.07,1112.0,361.0,6194.0,1.129,1.208,4.415,2.0,,,,0.0896,0.562,,80.7,Kepler,,,,,,,,,,,,
K01669.01,Kepler-924 b,CONFIRMED,CANDIDATE,61.0373591,437.5,3.38,610.0,32.74,6309.0,1.614,1.358,4.154,1.0,22.0,8.74926,30.7175,0.071,8.378,,56.59,Kepler,,,,,,,,,,,,
K01672.01,Kepler-925 b,CONFIRMED,CANDIDATE,33.8677783,894.8,2.31,394.0,5.69,4564.0,0.691,0.683,4.593,1.0,41.0,4.884298,20.278923,0.787,3.72,,46.2,Kepler,,,,,,,,,,,,
K01675.01,,CANDIDATE,CANDIDATE,14.62399621,1082.0,21.92,681.0,50.91,5753.0,0.815,0.907,4.57,1.0,92.0,4.442915,20.084682,1.209,2.193,,15.45,Kepler,,,,,,,,,,,,
K01463.01,,FALSE POSITIVE,FALSE POSITIVE,1064.2680956,22771.7,33.63,281.0,1.47,6340.0,2.173,1.174,3.833,1.0,3.0,424.7103,426.68494,0.447,11.5521,,739.3,Kepler,,,,,,,,,,,,
K01464.01,,FALSE POSITIVE,FALSE POSITIVE,2.113202658,2104.8,207.71,1281.0,635.47,5482.0,0.858,0.853,4.502,1.0,535.0,28.180391,178.31566,3.178,3.5234,,3.92,Kepler,,,,,,,,,,,,
K01465.01,,CANDIDATE,CANDIDATE,9.771462706,6933.2,10.15,799.0,96.39,5812.0,0.853,0.947,4.551,1.0,108.0,41.37362,269.3825,0.946,1.767,,24.44,Kepler,,,,,,,,,,,,
K01466.01,,CANDIDATE,CANDIDATE,281.5628889,21012.0,10.83,214.0,0.49,4810.0,0.776,0.755,4.536,1.0,4.0,118.01934,203.09047,0.0,8.853,,274.01,Kepler,,,,,,,,,,,,
K01467.01,,FALSE POSITIVE,FALSE POSITIVE,1.157808038,866.7,22.9,1579.0,1472.38,5566.0,0.886,0.975,4.532,1.0,979.0,5.277521,28.725586,1.203,3.6705,,1.396,Kepler,,,,,,,,,,,,
K00178.01,,FALSE POSITIVE,FALSE POSITIVE,6.14281498,122.0,1.82,1355.0,796.26,6495.0,1.554,1.182,4.128,1.0,223.0,9.80839,27.892395,0.67,4.624,,7.72,Kepler,,,,,,,,,,,,
K01531.01,Kepler-884 b,CONFIRMED,CANDIDATE,5.69919592,159.4,1.16,964.0,204.18,5646.0,0.932,0.986,4.493,1.0,235.0,5.4291725,29.82373,0.007,2.3906,,18.429,Kepler,,,,,,,,,,,,
K01532.01,Kepler-885 b,CONFIRMED,CANDIDATE,18.11473813,241.5,2.49,830.0,112.43,6109.0,1.36,1.194,4.247,1.0,71.0,7.2776318,39.39738,0.896,5.2706,,12.67,Kepler,,,,,,,,,,,,
K01533.01,Kepler-886 b,CONFIRMED,CANDIDATE,6.24145791,163.7,1.6,1111.0,360.09,5810.0,1.259,1.026,4.25,1.0,216.0,5.4707284,26.684687,0.029,3.0998,,15.566,Kepler,,,,,,,,,,,,
K01534.01,Kepler-887 b,CONFIRMED,CANDIDATE,20.4222447,189.3,1.78,785.0,89.74,6119.0,1.299,1.157,4.274,2.0,65.0,5.733502,26.788187,0.059,6.22,,25.36,Kepler,,,,,,,,,,,,
K01589.01,Kepler-84 b,CONFIRMED,CANDIDATE,8.72585478,446.7,2.86,985.0,222.19,6036.0,1.131,0.987,4.326,5.0,155.0,4.6698503,27.92319,0.911,4.473,,7.0,Kepler,,,,,,,,,,,,
K01589.02,Kepler-84 c,CONFIRMED,CANDIDATE,12.88291395,460.5,3.15,865.0,132.23,6036.0,1.131,0.987,4.326,5.0,103.0,5.256572,25.269482,0.962,5.676,,6.24,Kepler,,,,,,,,,,,,
K01589.03,Kepler-84 e,CONFIRMED,CANDIDATE,27.4345973,472.6,2.56,672.0,48.29,6036.0,1.131,0.987,4.326,5.0,48.0,4.9115167,19.267315,0.603,5.038,,34.3,Kepler,,,,,,,,,,,,
K01589.04,Kepler-84 d,CONFIRMED,CANDIDATE,4.22453631,159.1,1.6,1254.0,584.24,6036.0,1.131,0.987,4.326,5.0,275.0,4.1128078,13.353382,0.823,3.128,,6.15,Kepler,,,,,,,,,,,,
K01589.05,Kepler-84 f,CONFIRMED,CANDIDATE,44.5520266,362.1,2.29,572.0,25.3,6036.0,1.131,0.987,4.326,5.0,28.0,4.5988445,13.444004,0.689,6.0,,42.6,Kepler,,,,,,,,,,,,
K01677.01,Kepler-926 b,CONFIRMED,CANDIDATE,52.069002,558.3,2.92,524.0,17.76,5565.0,1.246,1.008,4.251,2.0,24.0,7.282481,21.926264,0.275,3.0089,,130.1,Kepler,,,,,,,,,,,,
K00191.02,Kepler-487 d,CONFIRMED,CANDIDATE,2.418406841,665.4,2.25,1226.0,535.84,5422.0,0.887,0.874,4.484,4.0,426.0,8.395141,52.920734,0.018,2.0744,,9.131,Kepler,,,,,,,,,,,,
K01677.02,,CANDIDATE,CANDIDATE,8.51170088,,,,,,,,,2.0,,,,,2.9,,,Kepler,,,,,,,,,,,,
K01680.01,,FALSE POSITIVE,FALSE POSITIVE,5.0825188,105.0,0.88,968.0,207.45,5706.0,0.834,0.93,4.561,1.0,262.0,4.9059715,14.619732,0.522,3.328,,10.11,Kepler,,,,,,,,,,,,
K01681.01,,CANDIDATE,CANDIDATE,6.93910337,614.7,1.41,445.0,9.28,3638.0,0.42,0.45,4.844,4.0,196.0,4.526765,18.381264,0.966,2.977,,6.5,Kepler,,,,,,,,,,,,
K01683.01,Kepler-927 b,CONFIRMED,CANDIDATE,9.11500269,268.3,1.78,906.0,159.34,5962.0,1.028,1.039,4.431,1.0,147.0,4.903094,23.985239,0.675,4.558,,11.63,Kepler,,,,,,,,,,,,
K01468.01,,FALSE POSITIVE,FALSE POSITIVE,8.48031942,1426.7,4.54,918.0,168.01,5951.0,0.991,0.983,4.439,1.0,128.0,18.8657,75.38631,0.918,7.297,,4.474,Kepler,,,,,,,,,,,,
K00172.01,Kepler-69 b,CONFIRMED,CANDIDATE,13.7223682,571.1,2.23,746.0,73.16,5637.0,0.943,0.813,4.399,2.0,97.0,12.482682,82.31395,0.009,5.1231,,20.914,Kepler,,,,,,,,,,,,
K01469.01,,FALSE POSITIVE,FALSE POSITIVE,3.582076914,1534.4,5.33,1265.0,604.27,6109.0,0.993,0.95,4.422,1.0,312.0,14.5123415,125.11345,0.966,4.4228,,2.726,Kepler,,,,,,,,,,,,
K01470.01,Kepler-1668 b,CONFIRMED,CANDIDATE,15.43400996,1785.9,4.3,721.0,63.79,5900.0,0.951,1.065,4.509,1.0,58.0,9.993257,51.55364,0.707,4.2572,,21.2,Kepler,,,,,,,,,,,,
K01471.01,,FALSE POSITIVE,FALSE POSITIVE,1.780984316,590.9,2.33,1397.0,899.03,5730.0,0.87,0.968,4.545,1.0,731.0,4.6304173,36.901245,0.782,2.173,,4.24,Kepler,,,,,,,,,,,,
K01534.02,Kepler-887 c,CONFIRMED,CANDIDATE,7.63846084,71.7,1.12,1089.0,333.3,6119.0,1.299,1.157,4.274,2.0,167.0,3.6442664,13.585505,0.405,3.957,,13.63,Kepler,,,,,,,,,,,,
K01535.01,Kepler-888 b,CONFIRMED,CANDIDATE,70.6981724,357.7,1.63,417.0,7.11,5811.0,0.866,0.94,4.536,1.0,18.0,9.57492,31.932688,0.026,6.632,,82.82,Kepler,,,,,,,,,,,,
K01536.01,Kepler-889 b,CONFIRMED,CANDIDATE,3.74443645,73.3,1.1,1328.0,736.89,5876.0,1.293,1.132,4.269,1.0,359.0,4.1786084,20.18704,0.169,2.9191,,9.75,Kepler,,,,,,,,,,,,
K01537.01,,CANDIDATE,CANDIDATE,10.19154678,61.3,1.39,1144.0,404.17,6212.0,1.684,1.156,4.049,1.0,135.0,4.5287604,19.157948,0.659,6.165,,9.66,Kepler,,,,,,,,,,,,
K01538.01,,FALSE POSITIVE,FALSE POSITIVE,10.581581895,112642.0,53.19,1098.0,342.98,6168.0,1.567,1.061,4.074,1.0,100.0,793.12244,5181.257,0.202,6.66929,,15.718,Kepler,,,,,,,,,,,,
K01539.01,,FALSE POSITIVE,FALSE POSITIVE,2.819453322,71867.0,29.8,1357.0,803.4,5767.0,1.074,0.9,4.33,1.0,480.0,220.55606,2277.222,0.532,4.4127,,5.608,Kepler,,,,,,,,,,,,
K01590.01,,CANDIDATE,CANDIDATE,12.89006728,602.5,1.93,620.0,34.99,4915.0,0.812,0.781,4.512,3.0,82.0,5.1416874,18.731329,0.082,3.555,,28.21,Kepler,,,,,,,,,,,,
K00185.01,,CANDIDATE,CANDIDATE,23.210509958,28736.9,21.19,595.0,29.69,5875.0,0.809,0.895,4.572,1.0,48.0,330.42853,1093.9598,0.954,3.09802,,45.346,Kepler,,,,,,,,,,,,
K01590.02,Kepler-1756 b,CONFIRMED,CANDIDATE,2.35574505,266.9,1.34,1093.0,338.4,4915.0,0.812,0.781,4.512,3.0,421.0,3.84831,13.413105,0.5,1.796,,8.88,Kepler,,,,,,,,,,,,
K01590.03,,CANDIDATE,CANDIDATE,4.74666128,256.8,1.3,865.0,132.4,4915.0,0.812,0.781,4.512,3.0,192.0,3.2105825,9.563178,0.441,2.093,,15.84,Kepler,,,,,,,,,,,,
K01591.01,Kepler-1757 b,CONFIRMED,CANDIDATE,19.65639342,843.2,2.83,549.0,21.5,5288.0,0.74,0.828,4.613,1.0,55.0,5.5115976,20.412176,0.955,3.226,,18.66,Kepler,,,,,,,,,,,,
K01684.01,,FALSE POSITIVE,FALSE POSITIVE,62.81584402,1688.4,57.62,582.0,27.14,6340.0,1.492,1.379,4.23,1.0,23.0,27.443987,92.928764,1.31,2.6901,,61.1,Kepler,,,,,,,,,,,,
K01685.01,Kepler-1764 b,CONFIRMED,CANDIDATE,70.468171,922.4,3.46,511.0,16.17,6461.0,1.131,1.162,4.396,1.0,18.0,10.516852,38.209057,0.031,6.653,,83.15,Kepler,,,,,,,,,,,,
K01686.01,,FALSE POSITIVE,FALSE POSITIVE,56.86716792,,,,,,,,,1.0,,,,,4.23,,,Kepler,,,,,,,,,,,,
K01687.01,Kepler-928 b,CONFIRMED,CANDIDATE,3.93246069,455.5,1.65,894.0,151.31,4841.0,0.779,0.756,4.533,1.0,347.0,5.082465,25.984106,0.416,2.1763,,12.87,Kepler,,,,,,,,,,,,
K01688.01,Kepler-929 b,CONFIRMED,CANDIDATE,0.921030497,101.5,1.62,2362.0,7380.64,5843.0,1.615,1.115,4.069,1.0,1457.0,3.8903625,20.263723,0.025,2.6077,,2.786,Kepler,,,,,,,,,,,,
K01692.01,Kepler-314 c,CONFIRMED,CANDIDATE,5.960400011,828.3,2.85,890.0,148.26,5418.0,0.886,0.978,4.534,2.0,104.0,18.942575,135.83038,0.8,2.8617,,10.35,Kepler,,,,,,,,,,,,
K01472.01,Kepler-857 b,CONFIRMED,CANDIDATE,85.3514875,4674.7,6.31,390.0,5.44,5584.0,0.938,0.966,4.478,1.0,17.0,45.288082,143.4172,0.052,6.7504,,102.4237,Kepler,,,,,,,,,,,,
K01473.01,,CANDIDATE,CANDIDATE,23.02028478,5077.8,7.58,604.0,31.4,5613.0,0.956,1.046,4.496,1.0,45.0,22.514307,99.735855,0.794,3.544,,35.8,Kepler,,,,,,,,,,,,
K01474.01,Kepler-419 b,CONFIRMED,CANDIDATE,69.72646639,4491.2,11.65,613.0,33.3,6430.0,1.731,1.398,4.107,1.0,20.0,60.760292,177.54475,0.019,3.7177,,152.089,Kepler,,,,,,,,,,,,
K01475.01,Kepler-1669 c,CONFIRMED,CANDIDATE,1.609321941,728.5,1.57,958.0,199.28,4224.0,0.603,0.609,4.662,3.0,751.0,5.493346,29.158415,0.016,1.6067,,7.856,Kepler,,,,,,,,,,,,
K01475.02,Kepler-1669 b,CONFIRMED,CANDIDATE,9.51220046,1169.4,1.99,530.0,18.66,4224.0,0.603,0.609,4.662,3.0,121.0,4.4233165,24.001974,0.133,2.9497,,25.17,Kepler,,,,,,,,,,,,
K01475.03,Kepler-1669 d,CONFIRMED,CANDIDATE,4.72941177,434.3,1.22,669.0,47.3,4224.0,0.603,0.609,4.662,3.0,236.0,2.928935,10.887242,0.236,2.234,,16.04,Kepler,,,,,,,,,,,,
K00003.01,Kepler-3 b,CONFIRMED,CANDIDATE,4.887803076,4315.8,4.82,800.0,96.67,4778.0,0.763,0.83,4.591,1.0,215.0,245.26993,2034.6268,0.054,2.36255,,16.7084,Kepler,,,,,,,,,,,,
K00020.01,Kepler-12 b,CONFIRMED,CANDIDATE,4.437962934,16387.6,18.05,1338.0,757.65,5953.0,1.415,1.093,4.175,1.0,238.0,302.35617,3302.585,0.069,4.69813,,8.0702,Kepler,,,,,,,,,,,,
K00179.01,Kepler-458 c,CONFIRMED,CANDIDATE,20.74028645,1023.3,4.24,798.0,95.68,6226.0,1.299,1.129,4.264,2.0,52.0,20.704483,117.66725,0.431,10.3939,,14.28,Kepler,,,,,,,,,,,,
K01540.01,,FALSE POSITIVE,FALSE POSITIVE,1.207852845,49720.0,38.59,1539.0,1331.31,5601.0,0.797,0.791,4.533,1.0,1083.0,143.53368,2296.5215,1.113,3.5802,,2.67,Kepler,,,,,,,,,,,,
K01541.01,,FALSE POSITIVE,FALSE POSITIVE,2.379282197,48434.0,25.74,1571.0,1442.19,6392.0,1.162,1.232,4.399,2.0,450.0,234.0073,2697.4727,0.003,3.1729,,6.9257,Kepler,,,,,,,,,,,,
K01592.01,,FALSE POSITIVE,FALSE POSITIVE,26.0692512,831.5,23.61,591.0,28.85,5585.0,0.91,0.773,4.409,1.0,51.0,10.231548,50.595158,1.206,7.487,,7.51,Kepler,,,,,,,,,,,,
K01593.01,Kepler-308 b,CONFIRMED,CANDIDATE,9.69501146,515.2,2.08,833.0,114.06,5896.0,0.914,1.0,4.516,2.0,106.0,5.0753345,16.746252,0.293,2.75,,26.35,Kepler,,,,,,,,,,,,
K01593.02,Kepler-308 c,CONFIRMED,CANDIDATE,15.3825394,550.5,2.14,714.0,61.61,5896.0,0.914,1.0,4.516,2.0,65.0,4.217828,15.541253,0.015,3.815,,31.47,Kepler,,,,,,,,,,,,
K01594.01,,FALSE POSITIVE,FALSE POSITIVE,1.818939148,331.2,1.82,1549.0,1364.15,6153.0,0.962,1.036,4.487,1.0,728.0,5.8135023,32.953247,0.56,1.644,,7.22,Kepler,,,,,,,,,,,,
