pl_name,pl_letter,pl_orbper,pl_trandep,pl_rade,pl_eqt,pl_trandur,st_rad,st_mass,st_teff,st_logg,ra,dec
EPIC 211428897.01,,1.610911,,1.5,,1.0704,0.56,,,,128.8572472,12.075397
EPIC 211469889.01,,7.07737,0.0907,2.1,,3.072,0.662,,,,135.0384144,12.7024625
EPIC 211503824.01,,2.047195,0.0255,,,1.8936,0.958,,6150.0,4.476,134.0820135,13.1927828
EPIC 211510580.01,,5.31471,0.1511,1.45,,1.896,0.355,,,,126.4347415,13.2881732
EPIC 211600389.01,,0.630717,16.3414,,,1.9608,1.57514,1.37,6591.15,4.18015,133.8859513,14.5447545
EPIC 211606790.01,,37.24703,0.7202,35.0,,4.9296,1.696,,,,137.1444253,14.6307827
EPIC 211619879.01,,15.7512,0.05,1.38,,2.568,0.582,,,,129.0650281,14.8126725
EPIC 211630537.01,,0.69719,3.4039,,,1.8552,1.45971,0.97,5535.52,4.0963,133.838029,14.9645433
EPIC 211673349.01,,4.894289,0.3043,4.1,,2.1048,0.686,,4440.0,4.62,130.7774233,15.554317
EPIC 211731298.01,,1.990422,0.0447,1.8,,2.0736,0.824,,,,129.0410676,16.3436617
EPIC 211733267.01,,8.658,0.5656,,,1.098,0.901716,0.864,5127.0,4.46444,130.0093645,16.3723455
EPIC 211765695.02,,25.43143,,2.887,,2.8,0.677,0.636,3974.0,4.579,130.1630689,16.8291894
EPIC 211783206.01,,7.13142,0.0707,9.6,,1.92,3.4,,,,130.1458104,17.0779872
EPIC 211797637.01,,1.64117466,0.02,,,1.337,0.664535,0.71,4493.0,4.64429,130.7310769,17.2828025
EPIC 211797637.01,,1.640707,0.0469,2.09,,2.208,0.572,,,,130.7310769,17.2828025
EPIC 211804579.01,,1.523,0.0605,,,2.39688,0.950472,1.024,5735.72,4.49249,129.0675977,17.3815875
EPIC 211393988.01,,4.871902,,15.383,,4.6,1.817,1.564,6466.0,4.113,133.8179435,11.5488678
EPIC 211425822.01,,2.153178,16.1675,,,2.6736,0.997379,0.97,5523.0,4.42712,137.5252038,12.0281523
EPIC 211814313.01,,15.405101,1.6796,,,2.8128,1.475,,5910.0,4.145,131.3241107,17.5194533
EPIC 211825866.01,,0.95017067,0.088,,,2.581,0.746527,0.92,5339.0,4.65577,124.3327803,17.683961
EPIC 211826814.01,,1.53453,,1.02,,,0.29,0.28,,4.96079,127.650804,17.696716
EPIC 211852187.01,,14.343042,11.0696,,,1.464,0.424653,0.419009,3260.0,4.80422,134.6437718,18.0481127
EPIC 211859295.01,,11.09226,,2.495,,2.9,0.703,0.74,4496.0,4.611,131.87908,18.1464926
EPIC 211885185.01,,4.397187,20.3447,,,5.8848,1.71021,1.14,6090.0,4.02887,131.0273506,18.5109287
EPIC 211886472.01,,19.63366256,0.682,,,2.331,2.11864,1.34,6516.17,3.91306,137.132549,18.528433
EPIC 211919555.01,,9.484994,8.2338,,,14.6352,,,,,131.648111,19.018583
EPIC 211929937.01,,3.476633,2.0868,12.7,,,0.865,,,,129.1783954,19.1738012
EPIC 211452175.01,,11.114394,14.0535,,,6.2304,2.44643,1.07,5904.69,3.69039,135.6982706,12.4332847
EPIC 220436189.01,,13.6094,0.168,2.44,,2.784,0.564,,,,22.8779687,5.4159179
K2-76 b,,11.99899626,0.701,,,6.656,1.57442,1.03,5759.0,4.05666,337.1055746,-6.0867177
EPIC 211107835.01,,18.8652,0.0561,1.57,,3.936,0.642,,,,55.8387397,24.6875409
EPIC 204791347.01,,1.94297,,2.571,,1.4,0.436,0.486,3197.0,4.846,240.5178856,-20.8452602
EPIC 246362870.01,,4.03776,,,,,0.58,,4689.0,,344.4629047,-1.8198006
EPIC 218300572.01,,1.589843,0.1741,49.0,,2.388,3.93,,,,282.1593738,-19.051064
EPIC 218701083.01,,5.0521,,2.1388,,,1.476,1.198,6262.0,4.178,282.0973715,-18.3183158
EPIC 219266595.01,,0.944284,0.0271,1.48,,4.032,0.684,,,,288.4196985,-17.1548189
EPIC 220201207.01,,0.4378443,0.553,41.0,,2.2248,1.3,,,,18.6449742,0.0387098
EPIC 220260084.01,,16.9616,0.0413,2.7,,5.424,1.277,,,,20.1332675,1.7790852
EPIC 220263105.01,,0.7175747,2.514,28.1,,1.524,0.818,,,,16.5834301,1.8475425
EPIC 220282718.01,,0.5551606,0.11,11.4,,1.0632,1.657,,,,12.2670046,2.266557
EPIC 220290988.01,,10.55369,0.0906,2.72,,3.768,0.88,,,,16.291589,2.4446141
EPIC 220294712.01,,23.6088,0.0783,3.43,,6.0,1.203,,,,18.1618438,2.5217995
EPIC 220317172.01,,4.4358,0.0197,1.3,,0.936,0.879,,,,17.1423772,2.9994981
EPIC 220400100.01,,10.7946,0.1344,2.34,,3.336,0.618,,,,9.8474615,4.7177967
EPIC 220436208.01,,5.235714,,4.3,,3.4512,1.17,,,,12.2361482,5.4164335
EPIC 220448185.01,,0.36432247904,3.82167895,6.95273914,1086.47,0.2120684,0.347331,,3473.0,4.87657,23.3042282,5.6452094
EPIC 220466136.01,,17.1057,1.006,5.91,,3.432,0.592,,,,16.5208588,6.0084398
EPIC 220644522.01,,40.938,0.1009,3.57,,6.552,1.083,,,,13.4241418,10.0448468
EPIC 220679255.01,,8.133218,,2.05114626,,,1.080518,,5966.0,4.33,13.5724016,10.9092439
EPIC 228734889.01,,48.249552,,17.99855135,,,0.956171,,5792.0,4.52,188.3127412,-9.6251994
EPIC 205530323.02,,7.64309,0.236,8.0,,1.296,1.5,,,,248.2326858,-16.9754206
EPIC 203753577.01,,3.4007758,0.331,5.57,,2.29,0.89,,5520.0,,252.8617981,-25.0535105
EPIC 203823381.01,,8.2766395,0.371,0.724,,2.44,0.11,,2586.0,,247.1370292,-24.7987348
EPIC 203942067.01,,1.6398934,14.6,33.0,,4.06,0.79,,5175.0,,243.8244349,-24.3192726
EPIC 204057095.01,,23.210585,0.419,5.7,,2.05,0.81,,5244.0,,242.7532415,-23.840347
EPIC 204128016.01,,50.73641,0.3938,10.31,,5.0328,1.349,,,,242.3657824,-23.5545059
EPIC 204312847.01,,24.193613,10.6,30.7,,7.54,0.87,,5457.0,,250.4137354,-22.8284511
EPIC 204322265.01,,2.784496,0.585,2.09,,0.4656,0.256,,,,246.86899,-22.7910827
EPIC 204882444.01,,1.1488,0.98,,,,0.984957,0.418,3429.0,4.07241,238.7713112,-20.4356029
EPIC 204888276.01,,16.56127,0.109,0.957,,4.368,0.258,,,,239.9970933,-20.4091199
EPIC 205152172.01,,0.980294,0.0655,1.81,,1.116,0.685,,,,245.1798804,-19.1443126
EPIC 205483055.01,,22.9735,0.0541,2.61,,3.384,1.067,,,,249.4014625,-17.2921568
EPIC 205483258.01,,5.6683,6.49,,,,0.956267,0.471,3521.0,4.14993,245.8522044,-17.2909833
EPIC 205489894.01,,14.658196,0.106,1.6,,1.59,0.45,,3610.0,,247.4748134,-17.2472927
EPIC 206056433.01,,28.564994,0.0914,2.25,,3.92,0.68,,4418.0,,335.1789328,-13.2523483
EPIC 206114294.01,,3.291897,,3.39,,1.03104,0.395,,3850.0,4.882,332.3445038,-11.7342991
K2-67 b,,24.38724,,17.4,,5.92704,,,,,333.6063167,-10.6527924
EPIC 206169157.01,,,0.2243,7.72,,5.592,1.763,,,,336.963888,-10.336838
EPIC 206169157.02,,,0.1821,31.1,,10.704,1.763,,,,336.963888,-10.336838
EPIC 206169375.01,,0.367453,,2.55,,,0.95,,6167.0,4.16,344.0163229,-10.3323149
EPIC 206192335.01,,3.59922,0.036,1.63,,1.896,0.809,,,,332.6644652,-9.889599
EPIC 212150006.01,,0.898344,0.2531,9.8,,1.4016,0.9,,,,128.1695507,23.0320039
EPIC 215101303.01,,15.207101,,12.7,,3.5496,0.84,,,,289.4114936,-24.9358861
EPIC 204197636.01,,46.1373,0.1137,2.6,,6.936,0.723,,,,239.2624997,-23.2807451
EPIC 212586030.01,,7.783286,,155.7,,1.26,3.83,,,,205.8579439,-10.8969688
EPIC 220565349.01,,21.77635,2.843,37.0,,2.1696,1.122,,,,18.7027892,8.2514749
EPIC 202688980.01,,1.4556637,2.958,,,2.512,1.84406,1.341,6520.0,4.03395,244.2208049,-28.7303903
EPIC 205999468.01,,12.2631,,1.87,,1.2792,0.717,,5106.0,4.603,335.4068605,-14.8395785
EPIC 210472483.01,,1.1430018,4.202,,,4.654,3.28495,,5551.0,,64.285922,14.9363492
EPIC 220482322.01,,57.8415,0.1602,6.13,,8.16,1.495,,,,15.8813788,6.3687756
EPIC 251288417.01,,20.924593,11.9088,,,1.5336,0.423,,2980.0,4.198,139.7986584,15.3540233
EPIC 212464382.01,,4.07337,0.0125,0.928,,2.76,0.794,,,,199.6708697,-13.4961732
EPIC 211733267.01,,8.65871336,0.873,,,1.56,0.901716,0.864,5127.0,4.46444,130.0093645,16.3723455
EPIC 201565013.01,,8.63829,,6.81,,1.53192,0.438,,3960.0,4.844,176.9920988,1.5102769
EPIC 220400100.02,,4.06643,0.035,1.22,,1.56,0.618,,,,9.8474615,4.7177967
EPIC 212495601.01,,21.6768,0.0726,2.87,,4.872,1.003,,,,198.9124602,-12.8270262
EPIC 211799258.01,,19.53405,,9.82,,,0.460378,0.457571,3316.0,4.7723,128.2459539,17.3064583
EPIC 212757601.01,,1.017977,1.396,18.1,,2.0808,0.638,,,,208.154586,-6.7693945
EPIC 246022853.01,,10.7228,,1.2998,,,1.114,0.883,5909.0,4.287,349.9867362,-8.9050571
EPIC 246163416.01,,0.877,0.05,,,,,,,,352.0865075,-5.7778541
EPIC 246290342.01,,16.607299,,2.532,,3.7,0.756,1.011,4878.0,4.685,354.1624687,-3.2611299
EPIC 246310303.01,,16.980197,,2.705,,4.1,0.879,0.852,5319.0,4.482,349.6506778,-2.8591956
EPIC 246317113.01,,1.29655,,8.559,,2.1,0.586,0.54,3583.0,4.645,354.2752059,-2.7205541
EPIC 246366798.01,,7.539949,,2.511,,4.0,1.205,1.157,5661.0,4.338,350.0155012,-1.7437843
EPIC 246851148.01,,18.896192,,1.975,,3.0,0.545,0.488,4459.0,4.654,70.9953724,16.2730809
EPIC 247047370.01,,4.20507412692,0.12801794,3.32404522,956.13,1.1574129,0.877822,,5086.0,4.48,74.7008149,18.16905
EPIC 247226616.01,,2.419472,,36.563,,5.8,2.476,2.086,6830.0,3.97,78.8181783,19.8769875
EPIC 247885088.01,,6.363302,,2.786,,1.5,0.819,1.022,4482.0,4.621,75.7580536,24.9899779
EPIC 247988033.01,,5.164157,,1.006,,2.2,0.627,0.612,3832.0,4.63,67.7006996,25.7166832
EPIC 248827616.01,,2.571267,,5.97,,1.8,1.75,1.566,6216.0,4.147,154.7816362,11.3463588
EPIC 249236972.01,,17.818211,,2.77,,3.0,0.689,0.645,3878.0,4.567,236.8723452,-25.1948121
EPIC 249731291.01,,10.205377,,6.31,,7.9,2.356,2.312,6332.0,4.062,227.5096887,-18.8126177
EPIC 250045116.01,,35.960194,,2.45,,4.0,0.672,0.645,4090.0,4.587,231.0235725,-14.9437223
EPIC 251292838.01,,19.581519,8.5946,,,2.7168,0.861,,5638.0,4.525,140.3346059,15.8487794
EPIC 251294036.01,,6.85484645911,1.62762816,15.65450044,855.36,1.5226064,1.06192,,4797.5,4.27798,139.3244438,15.9798204
EPIC 251327548.01,,11.349445,5.9759,,,5.8632,1.6958,1.11,6002.0,4.02464,139.4047224,19.1600695
EPIC 251383916.01,,1.332797,64.5357,,,3.924,1.06188,1.34,6519.0,4.51302,136.2675399,23.7352853
EPIC 251399501.01,,11.634988,,2.605,,4.4,1.096,0.89,6020.0,4.306,135.273,24.7573387
EPIC 201270464.01,,1.57771549,0.875,,,2.993,2.56752,1.66,7333.0,3.83915,170.133417,-2.8982132
EPIC 211606790.01,,37.246869,,23.8036385,,,1.475643,,5445.0,4.05,137.1444253,14.6307827
EPIC 211546613.01,,2.007472,1.6989,,,0.9048,0.473,,3790.0,4.783,136.2000475,13.7954456
EPIC 204506777.01,,1.6281,1.49,,,,2.74444,1.013,5691.0,3.56677,241.824054,-22.0602594
EPIC 211800191.01,,1.10605213,0.147,,,1.289,1.11127,1.07,5900.71,4.37581,132.8847309,17.319892
EPIC 249703125.01,,10.307387,,2.602,,3.4,0.875,0.864,5359.0,4.491,232.6377985,-19.1889985
EPIC 201541160.01,,15.695142,,2.028,,2.9,0.625,0.743,4270.0,4.719,163.0590829,1.1547858
EPIC 211516501.01,,3.84981,0.0153,1.86,,3.36,1.42,,,,135.8994203,13.3714906
EPIC 205064326.01,,8.02678456,0.472,,,4.203,5.5996,,4708.46,,251.8883544,-19.5793619
EPIC 212228994.01,,1.095841,0.3489,,,1.9104,1.906,,5920.0,3.996,131.6535145,25.3374544
EPIC 211964025.01,,7.219626,3.1796,,,4.884,2.55977,1.96,8075.0,3.91392,130.0862865,19.6866788
EPIC 212117087.01,,1.07639,9.1275,,,2.9088,1.6002,1.34,6523.0,4.15682,128.2791625,22.3581943
EPIC 215171927.01,,4.135707,,1.59980974,,,0.76364,,4972.0,4.52,295.0364167,-24.7829615
EPIC 220292715.01,,41.55209,0.3044,4.3,,2.952,0.73,,,,18.2813835,2.4802441
EPIC 211428897.03,,4.96883,,0.67,,,0.409602,0.402278,3511.0,4.81787,128.8572472,12.075397
EPIC 212797028.01,,29.978884,,15.3,,6.3696,0.94,,,,207.8179518,-5.6346325
EPIC 206403979.01,,23.8039,,12.0,,2.58,0.48,,4840.0,4.809,332.8893763,-6.5685682
EPIC 201846824.01,,2.89465,0.0551,1.75,,1.44,0.702,,,,176.8902497,6.2407166
EPIC 206169375.01,,0.3674645,0.0631,3.9,,0.8376,1.18,,,,344.0163229,-10.3323149
EPIC 210513446.01,,1.1489833,,76.0,,1.6296,2.0,,5137.0,3.63,58.0186639,15.6353741
EPIC 211839430.01,,2.612938,11.4984,,,9.1512,4.77742,,5014.02,,132.5083559,17.8741708
EPIC 212048046.01,,9.375266,,3.545,,2.8,0.747,0.804,4571.0,4.597,128.9278377,21.0637447
EPIC 212048503.01,,0.617674,59.8171,,,1.9608,1.10095,0.9,5271.68,4.30878,137.4853283,21.0715037
EPIC 212116340.01,,0.610205,13.633,,,1.9608,1.18417,,5470.83,,133.4208162,22.344148
EPIC 212207194.01,,9.148701,11.97,,,5.46,1.8215,1.13,6072.0,3.97029,129.5703396,24.5120206
EPIC 212225413.01,,0.793048,20.04,,,3.264,1.76335,0.95,5459.0,3.92312,131.8385066,25.1656263
EPIC 212303338.01,,0.595621,,0.58303133,,,0.863058,,5338.0,4.51,202.9589465,-17.430656
EPIC 212304395.01,,1.605718,0.5483,16.0,,1.5144,1.9,,,,204.3052548,-17.3974158
EPIC 212330265.01,,4.17458,0.1339,1.08,,1.968,0.28,,,,208.3794531,-16.6597257
EPIC 212351405.01,,2.549,0.1961,,,3.83304,,,,,201.6629627,-16.0949766
EPIC 212421673.01,,28.24765,0.9811,38.5,,13.9752,3.57,,,,201.6526072,-14.4257998
EPIC 212432685.01,,1.063,0.0231,,,1.31592,,,,,204.298679,-14.1806008
EPIC 212443973.01,,0.77923,,0.87,,,,,,,205.0089966,-13.9320171
EPIC 212451091.01,,12.666,0.1876,,,3.51,0.948236,1.01,5690.0,4.48856,211.4712473,-13.7793982
EPIC 212454160.01,,0.876,0.0146,,,7.37208,1.49707,1.06,5849.0,4.11289,203.6372848,-13.7126707
EPIC 212540985.01,,1.096473,2.977,78.0,,3.768,1.913,,,,204.3848264,-11.8678329
EPIC 212636654.01,,11.090822,,1.818,,4.1,0.989,0.652,5763.0,4.259,202.8168022,-9.7530058
EPIC 212661144.01,,2.458783,0.0943,3.11,,1.2576,0.964,,,,209.2333019,-9.1875616
EPIC 212679181.01,,1.05459,,1.29,,,0.533176,0.529871,3445.0,4.7085,201.7367736,-8.7634221
EPIC 212685467.01,,,0.9679,24.0,,7.32,0.951,,,,207.9654567,-8.6145527
EPIC 212690867.01,,25.8614,0.265,1.58,,2.976,0.295,,,,203.3141917,-8.48463
EPIC 212757601.01,,1.017968,,36.1,,0.96,0.75,,,,208.154586,-6.7693945
EPIC 212773309.01,,4.68199,,48.33,,,0.895684,0.736,4636.0,4.40064,207.3848549,-6.3227922
EPIC 213546283.01,,9.76897,,,,,1.2,,5388.0,,289.3770304,-29.0494243
EPIC 213722591.01,,6.7826,0.0633,1.88,,2.712,0.705,,,,290.088861,-28.4766982
EPIC 212562715.01,,13.52475,,2.27671392,,,0.888236,,5570.0,4.59,202.1678472,-11.399279
EPIC 212570977.01,,8.85007649,2.597,,,4.384,1.12685,1.0,5639.0,4.33434,205.901248,-11.2236222
EPIC 212570977.01,,8.853,2.4303,,,3.534,1.12685,1.0,5639.0,4.33434,205.901248,-11.2236222
EPIC 212577658.01,,14.069,0.0302,,,3.02304,,,,,208.7531273,-11.0799874
EPIC 212577658.01,,14.069759,,1.86705079,,,0.890011,,5343.0,4.51,208.7531273,-11.0799874
EPIC 212628098.01,,4.352428,,16.6,,1.6296,0.67,,,,200.290373,-9.9491899
EPIC 213919915.01,,1.489154,0.00562,1.9,,1.512,2.4,,,,293.0785743,-27.8845304
EPIC 213951550.01,,1.117027,,16.9,,1.7808,0.27,,,,286.85181,-27.7923145
EPIC 216111905.01,,3.0203,0.0375,5.6,,5.16,1.265,,,,281.3437097,-22.9402478
EPIC 216166748.01,,19.68075,0.0497,2.55,,4.32,1.079,,,,291.9220368,-22.8406872
EPIC 211625003.01,,0.530431,40.9431,,,1.9608,1.49032,1.01,5666.31,4.09583,134.6789638,14.8859919
EPIC 203294831.01,,1.859017,,64.0,,3.21408,2.03,,6842.0,4.01,239.8792061,-26.604366
EPIC 212110007.01,,16.7004351,3.552,,,3.24,1.09979,0.83,5018.76,4.27453,133.3108723,22.2188747
EPIC 212535959.01,,17.732736,,23.212,,8.7,1.684,1.114,5650.0,4.03,207.9180889,-11.9692128
EPIC 211645912.01,,10.6741,0.0354,1.86,,3.768,0.9538,,,,124.997024,15.1778665
EPIC 219480273.01,,26.4837,0.0201,1.98,,6.048,1.378,,,,288.169811,-16.6470643
EPIC 210706310.01,,5.1718,,0.8891,,,0.954,0.709,5941.0,4.328,59.3753688,18.4535477
EPIC 201606542.01,,0.444372,,1.22,,,0.82,,5540.0,4.81,170.3118083,2.1443791
EPIC 211158357.01,,0.2990737,2.051,7.6,,0.5256,0.231,,,,57.9097129,25.5896967
EPIC 212330265.01,,4.174,0.1013,,,1.86288,0.539055,0.535304,3620.0,4.7034,208.3794531,-16.6597257
EPIC 211342524.01,,14.449,9.1939,,,0.59496,1.68931,1.11,6016.0,4.02797,128.0987614,10.6772004
EPIC 214630761.01,,1.236438,0.2554,50.0,,2.4912,3.2,,,,281.3499665,-26.0196009
EPIC 212621075.01,,31.4782,0.1052,2.6,,4.488,0.7556,,,,198.2697369,-10.1126111
EPIC 220448185.01,,0.728639,,17.2,,0.3696,0.69,,,,23.3042282,5.6452094
EPIC 212219881.01,,6.924808,0.9578,8.5,,2.8536,0.795,,5300.0,4.55,131.7746924,24.9394118
EPIC 220410754.01,,19.496649,,2.21599278,,,1.155241,,5758.0,4.22,15.435753,4.9254702
EPIC 210801536.01,,0.8925,0.0162,2.7,,1.992,2.0,,,,52.818831,19.8913826
EPIC 206262341.01,,36.9321,0.0856,2.98,,6.1032,0.955,,,,338.0516437,-8.8033651
EPIC 218695436.01,,1.549318,3.789,42.6,,4.0176,1.67,,,,290.3330112,-18.3290391
EPIC 211705654.01,,2.5331,0.17,,,,1.54022,0.91,5301.32,4.02194,131.2734657,15.9899642
EPIC 210659688.01,,2.35771,,3.0,,0.3504,0.267,,3655.0,5.007,55.5807493,17.8002937
EPIC 211428897.01,,1.611,0.0517,,,1.05888,0.409602,0.402278,3511.0,4.81787,128.8572472,12.075397
EPIC 211649214.01,,3.78795,0.4851,,,1.6512,4.182,,5126.0,3.476,133.1040583,15.223561
EPIC 201127519.01,,6.178369,,9.91257877,,,0.789478,,5015.0,4.67,181.3718091,-5.8482738
EPIC 211724246.01,,4.7464962,,11.6,1775.0,,2.1,1.5,6486.0,3.97,131.1913594,16.2436537
EPIC 201654498.01,,18.4502,0.085,2.52,,3.72,0.717,,,,171.517647,2.8867875
EPIC 212066805.01,,0.816734,0.5075,,,1.212,1.79519,1.245,6318.08,4.02502,127.7771249,21.3980052
EPIC 210598340.01,,3.73478175,1.239,,,5.781,2.27759,1.32,6477.43,3.84369,56.8687464,16.9416013
EPIC 211428897.02,,2.177846,,1.2,,1.2888,0.56,,,,128.8572472,12.075397
EPIC 212435047.01,,1.115563,0.01969,1.29,,2.04,0.98,,,,202.1307681,-14.1262594
EPIC 250001426.01,,1.705,0.056,,,,,,,,236.6759133,-15.4472232
EPIC 212150006.01,,0.898312,,32.0,,0.0,0.79,,,,128.1695507,23.0320039
EPIC 212883391.01,,9.668373,,2.628,,2.3,0.817,0.826,5368.0,4.527,202.8286729,-2.5793876
EPIC 210956385.01,,56.6205,0.7187,7.68,,5.736,0.904,,,,57.4807753,22.2843374
EPIC 248527709.02,,10.472764,,2.354,,3.1,0.726,0.802,4256.0,4.623,153.3500149,3.9601293
EPIC 206500801.01,,8.15306759,2.292,,,4.477,1.71199,0.95,5445.0,3.94879,334.492397,-4.8647054
EPIC 209286622.01,,6.71694,,39.0,,3.37992,0.82,,5267.0,4.549,93.9180397,24.3666198
EPIC 210401157.01,,1.31559,,102.0,,1.8696,2.3,,6721.0,3.87,59.3662764,13.4936805
EPIC 206315178.01,,0.3176828,1.593,11.9,,0.8184,0.944,,,,337.7112373,-8.0057126
EPIC 206417197.01,,0.442094,,1.16,,,0.77,,5007.0,4.587,337.1335977,-6.3475875
EPIC 206417197.01,,0.442185,0.0291,2.02,,1.56,0.754,,,,337.1335977,-6.3475875
EPIC 210513446.01,,1.14907861,2.624,,,1.856,1.00567,,5324.24,,58.0186639,15.6353741
EPIC 210625740.01,,2.38669,,3.5,,0.8904,0.29,,3676.0,4.99,61.0019418,17.3280323
EPIC 210935498.01,,1.1829266,1.5889,29.0,,2.1168,1.51,,,,58.3331051,21.9516663
EPIC 210954046.01,,0.950356,,6.94,,,0.94,,6125.0,3.0,60.9037642,22.2491134
EPIC 211002562.01,,3.347872,1.3334,28.1,,3.7248,2.2,,,,52.2140799,23.0155211
EPIC 211201576.01,,5.88165,0.0323,2.58,,3.528,1.37,,,,59.874235,26.4873478
EPIC 211305568.01,,11.55059,,1.98,,,0.469901,0.467536,3677.0,4.76387,133.1218879,9.9628828
EPIC 211335816.01,,4.99,0.1907,,,0.86208,1.63356,1.21,6242.0,4.09458,126.6240426,10.5553705
EPIC 211336616.01,,44.13,0.0427,,,4.63488,10.7024,,4865.94,,132.4267042,10.570534
EPIC 211342524.01,,14.448987,3.8361,86.0,,3.7632,1.739,,,,128.0987614,10.6772004
EPIC 215938010.01,,1.151471,,12.4,,0.0,1.64,,,,291.401691,-23.2608974
EPIC 211910237.01,,1.108972,3.7369,,,1.824,,,,,137.0946427,18.8794251
EPIC 211621961.01,,11.078847,12.1654,,,14.328,1.9631,,5162.0,,131.7169885,14.8421191
EPIC 211721325.01,,1.052364,34.8537,,,2.8296,1.1112,0.87,5157.0,4.286,132.4889642,16.2036359
EPIC 210414957.01,,0.96997227,0.549,,,2.191,,,5401.0,,64.3252762,13.8048326
EPIC 212159514.01,,0.545702,0.0532,,,1.9152,4.752,,5330.0,3.514,133.2271026,23.2428226
EPIC 212772113.01,,8.95366,0.142,3.32,,0.8952,0.841,,,,203.2217521,-6.3569355
EPIC 212495601.01,,21.677,0.0605,,,4.53408,0.968677,1.03,5751.0,4.47855,198.9124602,-12.8270262
EPIC 205205452.01,,28.8077,0.853,2.08,,2.184,0.215,,,,250.7570798,-18.8713241
EPIC 246429728.01,,11.416439,,3.034,,2.0,0.451,0.496,3668.0,4.826,350.1831527,-0.0590058
EPIC 212645891.01,,0.32814902,0.235,,,1.006,1.10379,1.04,5793.0,4.36933,210.272978,-9.5402384
EPIC 211733267.01,,8.658168,,17.16037834,,,0.818973,,5319.0,4.55,130.0093645,16.3723455
EPIC 202126884.01,,5.319075,0.7124,20.0,,6.756,2.28,,,,96.679195,25.2050015
EPIC 215714765.01,,6.689131,1.728,29.9,,2.46,1.011,,,,293.9234664,-23.678453
EPIC 212002525.01,,11.6158,8.83,,,,0.339085,0.32159,3189.0,4.88475,129.9249754,20.2958096
EPIC 203476597.01,,1.4408,1.64,,,,1.58859,,4154.0,,246.4912542,-26.0104676
EPIC 220436208.01,,5.23587,0.1336,4.86,,3.672,1.248,,,,12.2361482,5.4164335
EPIC 212393193.01,,14.452,0.0331,,,2.958,1.11514,1.24,6318.0,4.43683,210.5470248,-15.069495
EPIC 212210390.01,,12.886147,6.2814,,,2.7864,0.805017,0.84,5033.0,4.55074,132.9302232,24.6172215
EPIC 206476150.01,,12.19649,0.0387,2.23,,1.9272,1.062,,,,339.8224026,-5.3446412
EPIC 203294831.01,,1.8590179,4.44,30.5,,3.36,1.33,,6244.0,,239.8792061,-26.604366
EPIC 205029914.01,,4.9815,0.05902,2.39,,3.828,0.92,,,,249.0251664,-19.7445289
EPIC 220443340.01,,6.80111,0.415,1.96,,1.176,0.291,,,,16.9728645,5.5508114
EPIC 212661144.01,,2.45840745,0.063,,,1.097,0.926086,0.97,5528.0,4.49154,209.2333019,-9.1875616
EPIC 206329937.01,,10.49927,0.0575,1.43,,2.784,0.599,,,,337.6528983,-7.7723921
EPIC 215739094.01,,3.6322288,1.3613,32.2,,7.2096,2.67,,,,289.1922258,-23.6324752
EPIC 211572511.01,,10.39528014,0.019,,,4.442,0.8881,1.019,5714.27,4.54932,126.5215592,14.1571938
EPIC 203868608.01,,4.5417,7.19,,,,0.641751,0.620907,2897.0,4.61636,244.3290388,-24.6219639
EPIC 211631538.01,,5.513327,0.2119,3.9,,0.9264,0.77,,5020.0,4.562,132.3424454,14.9783604
EPIC 216387101.01,,9.761854,,3.4422482,,,1.770928,,5529.0,3.91,284.0130886,-22.4396719
EPIC 220299658.01,,21.98131,,197.025,,4.6,22.415,1.077,4491.0,1.773,18.877718,2.6223599
EPIC 228974907.01,,20.84919,0.01,3.01,1349.0,4.9992,2.37225,2.49,9767.0,4.08394,187.5813965,-1.9426386
EPIC 210629082.01,,27.353103,,3.05048319,,,1.448467,,6148.0,4.15,57.2668796,17.3754864
EPIC 201717274.01,,3.52725,0.199,1.21,,1.68,0.257,,,,173.8276491,3.9340165
EPIC 206114630.01,,7.445026,,2.2805044,,,0.825169,,5277.0,4.65,330.330489,-11.7244144
EPIC 212012387.01,,3.244126,40.5896,,,3.8616,0.987047,0.67,4274.11,4.27547,133.2789525,20.4588868
EPIC 218973982.01,,4.88451,1.647,16.1,,3.0,0.73,,,,288.9107894,-17.7975944
EPIC 201626686.01,,5.28081,,10.9,,3.26904,3.01,,6227.0,3.676,169.4469645,2.4560803
EPIC 203623230.01,,2.54427583,0.012,,,2.146,3.23826,2.003,8188.0,3.71913,252.2223357,-25.5079566
EPIC 212679181.01,,1.054604,0.0658,0.824,,0.4608,0.3,,,,201.7367736,-8.7634221
EPIC 211914445.01,,1.810718,0.1366,,,2.4048,1.178,,5680.0,4.257,130.4242801,18.9412786
EPIC 220410754.01,,19.4989,0.0402,2.32,,4.608,1.085,,,,15.435753,4.9254702
EPIC 206047055.01,,4.1029,0.0124,2.28,,5.088,1.98,,,,339.0346995,-13.5006049
EPIC 205652650.01,,5.07152,0.216,3.2,,2.04,0.426,,,,245.0549931,-16.0690381
EPIC 211733267.01,,8.657975,0.6106,,,0.984,0.891,,5370.0,4.45,130.0093645,16.3723455
EPIC 211428897.02,,2.178008,0.0453,0.67,,1.2768,0.299,,,,128.8572472,12.075397
EPIC 218332621.01,,9.811589,,4.253,,4.4,1.882,1.506,5953.0,4.066,282.116081,-18.9933747
