kepoi_name,kepler_name,koi_disposition,koi_pdisposition,koi_period,koi_depth,koi_prad,koi_teq,koi_insol,koi_steff,koi_srad,koi_smass,koi_slogg,koi_count,koi_num_transits,koi_max_sngle_ev,koi_max_mult_ev,koi_impact,koi_duration,koi_ingress,koi_dor,koi_period_log,koi_prad_category,koi_steff_category,stellar_density
K00752.01,Kepler-227 b,CONFIRMED,CANDIDATE,9.48803557,615.8,2.26,793.0,93.59,5455.0,0.927,0.919,4.467,2,142.0,5.135849,28.47082,0.146,2.9575,,24.81,2.3502351379506896,Sub-Neptune,G-dwarf,1.1536559464273712
K00752.02,Kepler-227 c,CONFIRMED,CANDIDATE,54.4183827,874.8,2.83,443.0,9.11,5455.0,0.927,0.919,4.467,2,25.0,7.027669,20.109507,0.586,4.507,,77.9,4.014911356403454,Sub-Neptune,G-dwarf,1.1536559464273712
K00753.01,,CANDIDATE,CANDIDATE,19.89913995,10829.0,14.6,638.0,39.3,5853.0,0.868,0.961,4.544,1,56.0,37.159767,187.4491,0.969,1.7822,,53.5,3.039708007406348,Jupiter-size,G-dwarf,1.4694818019373648
K00754.01,,FALSE POSITIVE,FALSE POSITIVE,1.736952453,8079.2,33.46,1395.0,891.96,5805.0,0.791,0.836,4.564,1,621.0,39.06655,541.8951,1.276,2.40641,,3.278,1.0068450579675676,Jupiter-size,G-dwarf,1.6891834859013217
K00755.01,Kepler-664 b,CONFIRMED,CANDIDATE,2.525591777,603.3,2.75,1406.0,926.16,6031.0,1.046,1.095,4.438,1,515.0,4.749945,33.1919,0.701,1.6545,,8.75,1.2600483021739617,Sub-Neptune,F-dwarf,0.9567953711333922
K00756.01,Kepler-228 d,CONFIRMED,CANDIDATE,11.09432054,1517.5,3.9,835.0,114.81,6046.0,0.972,1.053,4.486,3,95.0,9.046456,55.204865,0.538,4.5945,,16.36,2.492735965551391,Sub-Neptune,F-dwarf,1.1466465703624673
K00756.02,Kepler-228 c,CONFIRMED,CANDIDATE,4.13443512,686.0,2.77,1160.0,427.65,6046.0,0.972,1.053,4.486,3,240.0,5.500643,33.546658,0.762,3.1402,,6.96,1.635969831487176,Sub-Neptune,F-dwarf,1.1466465703624673
K00756.03,Kepler-228 b,CONFIRMED,CANDIDATE,2.56658897,226.5,1.59,1360.0,807.74,6046.0,0.972,1.053,4.486,3,355.0,4.3886313,12.325094,0.755,2.429,,5.54,1.2716096684503242,Earth-size,F-dwarf,1.1466465703624673
K00114.01,,FALSE POSITIVE,FALSE POSITIVE,7.36178958,233.7,39.21,1342.0,767.22,6227.0,1.958,1.358,3.986,1,185.0,10.964684,46.15308,1.169,5.022,,2.4,2.123672468781356,Jupiter-size,F-dwarf,0.18090963922249467
K00757.01,Kepler-229 c,CONFIRMED,CANDIDATE,16.06864674,4914.3,5.76,600.0,30.75,5031.0,0.848,0.801,4.485,3,69.0,20.457163,137.44981,0.052,3.5347,,36.85,2.8372432565694368,Jupiter-size,K-dwarf,1.3135450111501443
K00001.01,Kepler-1 b,CONFIRMED,CANDIDATE,2.470613377,14230.9,13.04,1339.0,761.46,5820.0,0.964,0.971,4.457,1,432.0,544.1701,6468.04,0.818,1.74319,,8.3977,1.244331344043603,Jupiter-size,G-dwarf,1.0838972843834276
K00002.01,Kepler-2 b,CONFIRMED,CANDIDATE,2.204735417,6674.7,16.1,2048.0,4148.92,6440.0,1.952,1.449,4.019,1,611.0,232.27,3862.1846,0.224,3.88864,,4.602,1.1646295337668027,Jupiter-size,F-dwarf,0.19481793940076483
K00010.01,Kepler-8 b,CONFIRMED,CANDIDATE,3.522498429,9145.7,14.59,1521.0,1264.67,6225.0,1.451,1.132,4.169,1,384.0,130.83832,1725.5824,0.631,3.19843,,7.541,1.509064590913013,Jupiter-size,F-dwarf,0.3705477576826022
K00112.02,Kepler-466 c,CONFIRMED,CANDIDATE,3.709214104,131.1,1.16,1206.0,500.46,5833.0,1.022,0.974,4.407,2,352.0,4.8657312,41.28873,0.051,2.6302,,10.888,1.5495210372059527,Sub-Earth,G-dwarf,0.9124441045547478
K00742.01,,FALSE POSITIVE,FALSE POSITIVE,11.521446064,17984.3,150.51,753.0,75.88,5795.0,0.848,0.938,4.554,1,96.0,92.901566,628.3708,1.7471850000000004,3.6399,,20.75,2.527442859321793,Jupiter-size,G-dwarf,1.5382087646177718
K00743.01,,FALSE POSITIVE,FALSE POSITIVE,19.40393776,8918.7,7.18,523.0,17.69,5043.0,0.68,0.657,4.591,1,71.0,49.468765,320.90817,0.804,12.2155,,9.099,3.0157279096737497,Jupiter-size,K-dwarf,2.0894819865662524
K00744.01,,FALSE POSITIVE,FALSE POSITIVE,19.221388942,74284.0,49.29,698.0,55.97,6117.0,0.947,1.025,4.496,2,55.0,387.658,2174.4263,1.065,4.79843,,31.323,3.0067409027267433,Jupiter-size,F-dwarf,1.2069073395877408
K00745.01,,FALSE POSITIVE,FALSE POSITIVE,16.46983774,10478.9,7.94,595.0,29.61,5152.0,0.786,0.741,4.517,1,66.0,43.1625,258.8247,0.292,9.4378,,14.05,2.86047583618068,Jupiter-size,K-dwarf,1.5259860724301442
K00746.01,Kepler-660 b,CONFIRMED,CANDIDATE,9.27358173,1288.3,2.47,649.0,41.85,4856.0,0.696,0.676,4.583,1,144.0,9.616924,71.48005,0.387,3.2875,,20.65,2.329575719711571,Sub-Neptune,K-dwarf,2.005021237564598
K00747.01,Kepler-661 b,CONFIRMED,CANDIDATE,6.02930329,1912.7,2.85,678.0,50.04,4537.0,0.672,0.761,4.648,1,215.0,6.876831,52.36939,0.258,1.5821,,29.31,1.9500875956481645,Sub-Neptune,K-dwarf,2.5077072619722487
K00748.01,,FALSE POSITIVE,FALSE POSITIVE,2.696370652,397.9,1.58,1066.0,305.34,4989.0,0.819,0.781,4.504,1,501.0,5.508401,34.570904,0.044,3.6129,,5.827,1.307351433383305,Earth-size,K-dwarf,1.4216717334519358
K00749.01,Kepler-226 c,CONFIRMED,CANDIDATE,5.349553819,831.0,2.55,919.0,168.99,5185.0,0.91,0.831,4.44,3,247.0,6.0370364,48.504196,0.092,3.0278,,13.8015,1.8483845457115093,Sub-Neptune,K-dwarf,1.1027494423219575
K00749.02,Kepler-226 b,CONFIRMED,CANDIDATE,3.94105221,363.3,1.7,1018.0,253.15,5185.0,0.91,0.831,4.44,3,322.0,4.5118856,22.749151,0.226,2.5984,,11.51,1.5975783064946916,Earth-size,K-dwarf,1.1027494423219575
K00749.03,Kepler-226 d,CONFIRMED,CANDIDATE,8.10904807,217.4,1.3,800.0,97.03,5185.0,0.91,0.831,4.44,3,141.0,4.434382,9.776852,0.025,3.596,,17.46,2.2092682129471237,Earth-size,K-dwarf,1.1027494423219575
K00113.01,,FALSE POSITIVE,FALSE POSITIVE,386.6030528,24926.6,41.5,297.0,1.84,5543.0,1.58,1.103,4.081,1,143.0,5.5897505,19.2544115,0.9765,6.8057,,332.0,5.959981756146585,Jupiter-size,G-dwarf,0.27964319252635184
K00750.01,Kepler-662 b,CONFIRMED,CANDIDATE,21.67699193,857.2,2.95,530.0,18.64,4954.0,0.828,0.791,4.5,4,62.0,5.911944,24.54073,0.896,3.4555,,24.6,3.121350839110908,Sub-Neptune,K-dwarf,1.3934310159832142
K00751.01,Kepler-663 b,CONFIRMED,CANDIDATE,4.99677968,934.7,2.78,917.0,166.95,5339.0,0.847,0.931,4.552,1,208.0,4.132564,24.283327,0.71,2.1717,,13.14,1.7912226051423177,Sub-Neptune,G-dwarf,1.532143524431682
K00769.01,Kepler-671 b,CONFIRMED,CANDIDATE,4.280963604,750.8,2.3,1012.0,247.87,5644.0,0.831,0.928,4.564,1,311.0,6.7006826,52.913242,0.424,2.875,,10.64,1.6641085818245085,Sub-Neptune,G-dwarf,1.6171298916944161
K00770.01,,FALSE POSITIVE,FALSE POSITIVE,1.50635409,2211.7,4.53,1452.0,1054.12,5714.0,0.831,0.926,4.563,1,882.0,9.787732,130.6654,0.86,1.5155,,4.67,0.9188291433798816,Jupiter-size,G-dwarf,1.613644697962316
K00771.01,,FALSE POSITIVE,FALSE POSITIVE,550.9979034000003,18090.6,14.14,196.63,0.35,5520.0,0.983,1.03,4.466,1,3.0,70.64302,96.96236,0.701,30.04754200000019,,85.24,6.3135442480814765,Jupiter-size,G-dwarf,1.08436794572263
K00772.01,,FALSE POSITIVE,FALSE POSITIVE,61.2563628,5123.3,39.87,505.0,15.43,6144.0,1.091,1.093,4.402,1,13.0,31.079844,73.10389,1.248,7.633,,29.1,4.131260743775976,Jupiter-size,F-dwarf,0.8416778731814472
K00773.01,Kepler-672 b,CONFIRMED,CANDIDATE,38.3775486,724.2,2.82,529.0,18.53,5481.0,1.036,0.915,4.369,1,37.0,10.352898,31.946487,0.468,5.588,,47.8,3.6731958214003435,Sub-Neptune,G-dwarf,0.822890081771136
K00757.02,Kepler-229 d,CONFIRMED,CANDIDATE,41.19725502,2213.9,3.86,439.0,8.76,5031.0,0.848,0.801,4.485,3,26.0,11.918161,37.877567,0.045,4.6297,,70.75,3.742355172006892,Sub-Neptune,K-dwarf,1.3135450111501443
K00757.03,Kepler-229 b,CONFIRMED,CANDIDATE,6.252962249,1036.9,2.65,823.0,108.3,5031.0,0.848,0.801,4.485,3,167.0,5.834264,35.96252,0.105,2.5819,,18.94,1.9814099714869908,Sub-Neptune,K-dwarf,1.3135450111501443
K00758.01,Kepler-665 b,CONFIRMED,CANDIDATE,16.01308419,1121.9,3.1,593.0,29.31,5015.0,0.826,0.785,4.499,1,65.0,8.468995,31.066507,0.799,3.2554,,24.7,2.833982706256498,Sub-Neptune,K-dwarf,1.392930714440942
K00759.01,Kepler-230 b,CONFIRMED,CANDIDATE,32.62876672,1804.8,3.36,506.0,15.55,5586.0,0.798,0.844,4.56,2,34.0,14.0889,61.372303,0.021,4.7971,,53.95,3.515381853060713,Sub-Neptune,G-dwarf,1.660862856193882
K00759.02,Kepler-230 c,CONFIRMED,CANDIDATE,91.7732862,652.0,2.12,359.0,3.92,5586.0,0.798,0.844,4.56,2,11.0,6.9461374,14.678595,0.606,6.473,,89.4,4.530158734127158,Sub-Neptune,G-dwarf,1.660862856193882
K00760.01,Kepler-1976 b,CONFIRMED,CANDIDATE,4.959319244,9802.0,12.21,1103.0,349.4,5712.0,1.082,0.976,4.359,1,269.0,58.764744,670.4895,0.831,2.22739,,12.386,1.7849562537481962,Jupiter-size,G-dwarf,0.7704918253311955
K00761.01,,FALSE POSITIVE,FALSE POSITIVE,2.701287801,860.4,6.54,1222.0,527.81,5550.0,0.91,0.889,4.468,1,387.0,5.044661,39.745068,1.016,3.3827,,2.22,1.3086808134176477,Jupiter-size,G-dwarf,1.179716310739134
K00762.01,Kepler-666 b,CONFIRMED,CANDIDATE,4.49876511,460.0,2.1,1133.0,389.62,6075.0,0.969,1.048,4.486,1,238.0,4.435833,26.501581,0.312,3.7362,,8.95,1.7045235415742663,Sub-Neptune,F-dwarf,1.1518341526231846
K00763.01,,FALSE POSITIVE,FALSE POSITIVE,19.651209505,11766.3,12.42,730.0,67.03,6074.0,1.063,1.014,4.391,1,59.0,85.46643,509.4985,0.723,5.2514,,23.98,3.0277738893624906,Jupiter-size,F-dwarf,0.8441860309045833
K00115.01,Kepler-105 b,CONFIRMED,CANDIDATE,5.412203927,601.6,2.94,1093.0,337.68,5779.0,1.087,0.941,4.339,3,244.0,46.475086,163.47614,0.787,2.9472,,9.25,1.8582030382028938,Sub-Neptune,G-dwarf,0.732657485584927
K00764.01,Kepler-667 b,CONFIRMED,CANDIDATE,41.43958662,2793.1,5.5,516.0,16.72,5468.0,1.046,0.93,4.367,1,33.0,27.788597,124.52492,0.355,10.5989,,29.47,3.7480815733590425,Jupiter-size,G-dwarf,0.8126207261680867
K00765.01,Kepler-668 b,CONFIRMED,CANDIDATE,8.35389523,1041.6,2.52,790.0,91.9,5592.0,0.787,0.862,4.582,1,127.0,5.6967807,36.34974,0.023,2.2514,,29.18,2.235792858685056,Sub-Neptune,G-dwarf,1.7684104343084113
K00766.01,Kepler-669 b,CONFIRMED,CANDIDATE,4.125543472,1487.3,4.43,1243.0,565.35,6174.0,1.103,1.162,4.417,1,323.0,9.387555,94.70979,0.597,3.1744,,8.45,1.63423656271935,Jupiter-size,F-dwarf,0.8659236291262898
K00767.01,Kepler-670 b,CONFIRMED,CANDIDATE,2.816504904,16813.7,12.21,1219.0,521.13,5532.0,0.955,0.941,4.452,1,474.0,104.64681,1328.3038,0.105,2.50587,,9.571,1.3393350572025033,Jupiter-size,G-dwarf,1.0803873952316283
K00768.01,,FALSE POSITIVE,FALSE POSITIVE,33.93373447,8503.7,7.34,430.0,8.11,5040.0,0.705,0.782,4.628,1,31.0,52.86124,193.4089,0.812,14.561,,13.12,3.553452966072751,Jupiter-size,K-dwarf,2.2317184410362225
K00786.01,Kepler-680 b,CONFIRMED,CANDIDATE,3.689920099,426.7,1.89,1147.0,408.99,5880.0,0.917,1.01,4.518,1,360.0,4.8750124,31.786789,0.151,2.6557,,10.71,1.5454155458525114,Earth-size,G-dwarf,1.3098252757535922
K00787.01,Kepler-232 b,CONFIRMED,CANDIDATE,4.431238488,1010.9,3.25,1104.0,351.23,5714.0,1.015,1.007,4.428,3,302.0,6.815371,58.259056,0.405,3.15,,10.19,1.692167190443588,Sub-Neptune,G-dwarf,0.9630112126972122
K00787.02,Kepler-232 c,CONFIRMED,CANDIDATE,11.37936986,1023.5,3.95,806.0,99.68,5714.0,1.015,1.007,4.428,3,109.0,5.2506146,29.930164,0.911,2.6255,,16.31,2.51603136612256,Sub-Neptune,G-dwarf,0.9630112126972122
K00788.01,Kepler-681 b,CONFIRMED,CANDIDATE,26.39432897,1510.9,3.07,489.0,13.49,5129.0,0.763,0.846,4.595,1,51.0,8.917681,41.269753,0.602,3.573,,47.7,3.3103360200745753,Sub-Neptune,K-dwarf,1.9045691665646074
K00116.01,Kepler-106 c,CONFIRMED,CANDIDATE,13.57078281,511.7,2.64,785.0,89.61,5854.0,1.012,0.951,4.406,4,101.0,18.771214,76.76887,0.866,3.3539,,16.93,2.679018346286148,Sub-Neptune,G-dwarf,0.9175695216279183
K00115.02,Kepler-105 c,CONFIRMED,CANDIDATE,7.12594387,192.4,1.79,997.0,233.31,5779.0,1.087,0.941,4.339,3,181.0,6.1814723,39.793564,0.898,3.0014,,8.62,2.0950618900841347,Earth-size,G-dwarf,0.732657485584927
K00774.01,,FALSE POSITIVE,FALSE POSITIVE,7.442652004,24446.2,15.03,967.0,206.78,6108.0,0.956,0.981,4.469,1,180.0,115.64278,1044.7283,0.137,2.3078,,27.99,2.133296477734989,Jupiter-size,F-dwarf,1.122781712959182
K00775.01,Kepler-52 c,CONFIRMED,CANDIDATE,16.38489988,1127.1,2.0,433.0,8.35,4126.0,0.615,0.633,4.661,3,65.0,6.419572,28.122635,0.003,3.0249,,42.62,2.8556020064556087,Earth-size,K-dwarf,2.7213121625564862
K00775.02,Kepler-52 b,CONFIRMED,CANDIDATE,7.8774163,1306.1,2.16,553.0,22.18,4126.0,0.615,0.633,4.661,3,135.0,10.036489,41.450657,0.041,2.0805,,29.84,2.183510557460611,Sub-Neptune,K-dwarf,2.7213121625564862
K00775.03,Kepler-52 d,CONFIRMED,CANDIDATE,36.4454001,1122.3,1.99,332.0,2.88,4126.0,0.615,0.633,4.661,3,27.0,5.9903665,19.803268,0.028,4.007,,71.53,3.62288387464892,Earth-size,K-dwarf,2.7213121625564862
K00776.01,Kepler-673 b,CONFIRMED,CANDIDATE,3.728732147,5226.5,6.02,1023.0,258.34,5497.0,0.809,0.907,4.577,1,357.0,28.264866,360.1958,0.558,2.683,,9.7,1.5536571215416388,Jupiter-size,G-dwarf,1.7130171944299195
K00777.01,,CANDIDATE,CANDIDATE,40.4195037,6256.0,7.51,467.0,11.29,5446.0,0.781,0.714,4.507,1,36.0,22.598503,94.071846,0.911,3.362,,54.7,3.723751873761417,Jupiter-size,G-dwarf,1.498804920339767
K00778.01,Kepler-674 b,CONFIRMED,CANDIDATE,2.243380573,821.7,1.99,822.0,107.6,4149.0,0.564,0.578,4.698,1,472.0,4.251499,30.578562,0.915,1.1196,,7.38,1.1766161725830342,Earth-size,K-dwarf,3.2217402766317753
K00779.01,,FALSE POSITIVE,FALSE POSITIVE,10.405998015,14488.8,11.23,833.0,113.94,5746.0,0.924,0.77,4.393,1,117.0,97.352005,691.1691,0.324,6.5036,,13.012,2.43413935870312,Jupiter-size,G-dwarf,0.9760561708613655
K00780.01,Kepler-675 b,CONFIRMED,CANDIDATE,2.337437946,971.2,2.34,1070.0,311.16,5005.0,0.765,0.85,4.595,2,578.0,6.0310416,63.58795,0.28,1.9982,,8.86,1.2052034305947152,Sub-Neptune,K-dwarf,1.8986049999762673
K00780.02,,CANDIDATE,CANDIDATE,7.2406612,556.4,19.45,734.0,68.63,5005.0,0.765,0.85,4.595,2,168.0,3.2751372,9.1666,1.198,0.798706,,28.8,2.1090805834205524,Jupiter-size,K-dwarf,1.8986049999762673
K00115.03,,CANDIDATE,CANDIDATE,3.43591631,24.714999999999996,0.55,1272.0,617.61,5779.0,1.087,0.941,4.339,3,357.0,3.8943021,7.4337807,0.624,3.133,,6.65,1.489734203214572,Sub-Earth,G-dwarf,0.732657485584927
K00781.01,Kepler-676 b,CONFIRMED,CANDIDATE,11.59822233,2804.5,2.65,396.0,5.82,3688.0,0.473,0.503,4.79,1,115.0,11.461336,62.376225,0.679,2.5237,,28.2,2.5335557190833837,Sub-Neptune,M-dwarf,4.753183302772003
K00782.01,Kepler-677 b,CONFIRMED,CANDIDATE,6.575315881,2793.3,5.31,1015.0,251.38,5992.0,0.989,0.927,4.415,1,205.0,20.537346,210.22159,0.39,4.3084,,11.37,2.024895050988039,Jupiter-size,G-dwarf,0.9582765471349269
K00783.01,Kepler-678 b,CONFIRMED,CANDIDATE,7.275040844,3001.0,4.86,833.0,113.64,5485.0,0.867,0.986,4.556,1,188.0,24.639503,234.95987,0.547,7.5377,,6.66,2.113243857081761,Jupiter-size,G-dwarf,1.5129327447398915
K00784.01,Kepler-231 c,CONFIRMED,CANDIDATE,19.27153892,1219.8,1.93,393.0,5.66,4077.0,0.56,0.576,4.702,2,67.0,6.437265,28.490973,0.031,2.7594,,55.02,3.009217878647665,Earth-size,K-dwarf,3.279883381924197
K00784.02,Kepler-231 b,CONFIRMED,CANDIDATE,10.06524317,1053.3,1.91,488.0,13.43,4077.0,0.56,0.576,4.702,2,126.0,5.446764,21.658537,0.628,1.369,,45.9,2.4038089497640187,Earth-size,K-dwarf,3.279883381924197
K00785.01,Kepler-679 b,CONFIRMED,CANDIDATE,12.3935651,916.6,2.66,677.0,49.68,5557.0,0.75,0.832,4.603,1,107.0,5.6057496,31.608551,0.883,3.8896,,13.07,2.594774375198124,Sub-Neptune,G-dwarf,1.972148148148148
K00116.02,Kepler-106 e,CONFIRMED,CANDIDATE,43.84439721,615.2,2.87,531.0,18.77,5854.0,1.012,0.951,4.406,4,29.0,16.554466,65.59482,0.852,6.802,,28.2,3.803198657847338,Sub-Neptune,G-dwarf,0.9175695216279183
K00798.01,,FALSE POSITIVE,FALSE POSITIVE,3.341913228,725.3,21.55,1032.0,268.67,5295.0,0.811,0.853,4.551,1,780.0,5.0937037,32.72262,1.213,3.813,,2.19,1.4683150869173962,Jupiter-size,G-dwarf,1.5991399334260235
K00799.01,,FALSE POSITIVE,FALSE POSITIVE,1.626630225,1620.6,32.43,1547.0,1355.88,5735.0,0.973,0.889,4.41,1,664.0,5.3061833,45.885685,1.26,2.1145,,2.38,0.9657017413744725,Jupiter-size,G-dwarf,0.9650798325056077
K00800.01,Kepler-234 b,CONFIRMED,CANDIDATE,2.711504086,837.5,3.12,1420.0,960.79,6214.0,1.076,1.169,4.442,2,494.0,6.3430967,48.726124,0.023,3.0099,,7.088,1.3114372084774586,Sub-Neptune,F-dwarf,0.9383777403969326
K00800.02,Kepler-234 c,CONFIRMED,CANDIDATE,7.21203748,950.4,3.32,1025.0,260.58,6214.0,1.076,1.169,4.442,2,165.0,6.1683164,40.04205,0.012,4.0491,,14.003,2.1056010631988777,Sub-Neptune,F-dwarf,0.9383777403969326
K00789.01,,FALSE POSITIVE,FALSE POSITIVE,14.1798187,459.9,1.88,711.0,60.35,5799.0,0.878,0.975,4.539,1,143.0,5.5897505,19.2544115,0.1601,2.505,,43.54,2.7199668285496528,Earth-size,G-dwarf,1.4405258896395357
K00790.01,Kepler-233 b,CONFIRMED,CANDIDATE,8.47237911,1123.5,2.59,751.0,75.44,5354.0,0.788,0.884,4.587,2,159.0,5.7419868,39.867977,0.022,2.7245,,24.47,2.2483801016227942,Sub-Neptune,G-dwarf,1.8066482825625378
K00790.02,Kepler-233 c,CONFIRMED,CANDIDATE,60.4189369,931.3,2.36,390.0,5.49,5354.0,0.788,0.884,4.587,2,22.0,6.335456,15.139797,0.094,5.039,,93.71,4.117718206168643,Sub-Neptune,G-dwarf,1.8066482825625378
K00791.01,Kepler-682 b,CONFIRMED,CANDIDATE,12.611904345,6105.6,7.4,753.0,76.15,5795.0,0.919,0.992,4.508,1,104.0,31.536423,207.6196,0.55,5.1497,,17.27,2.610944729358605,Jupiter-size,G-dwarf,1.27810089214805
K00792.01,,FALSE POSITIVE,FALSE POSITIVE,1.433769925,1976.3,46.58,1920.0,3209.29,6017.0,1.339,1.083,4.22,1,481.0,10.709492,67.78838,1.268,1.8868,,2.46,0.8894414646250481,Jupiter-size,F-dwarf,0.451114436540497
K00793.01,,FALSE POSITIVE,FALSE POSITIVE,10.31872301,871.7,28.59,876.0,139.26,5927.0,1.06,1.05,4.409,1,130.0,9.854863,34.775192,1.215,3.836,,5.92,2.4264582581078145,Jupiter-size,G-dwarf,0.8816002471839169
K00794.01,Kepler-683 b,CONFIRMED,CANDIDATE,2.539183147,382.1,2.06,1332.0,743.09,5519.0,1.062,0.921,4.35,1,528.0,4.680462,34.037075,0.238,2.4282,,7.93,1.2638959510839078,Sub-Neptune,G-dwarf,0.7689287156894739
K00795.01,Kepler-684 b,CONFIRMED,CANDIDATE,6.770300385,1304.0,2.77,812.0,102.87,5653.0,0.679,0.767,4.656,1,200.0,6.5691905,43.840405,0.838,2.0844,,15.21,2.050308823220453,Sub-Neptune,G-dwarf,2.450112585228819
K00796.01,,FALSE POSITIVE,FALSE POSITIVE,0.5276763491099999,10967.4,27.51,1836.0,2706.26,5255.0,0.636,0.709,4.678,1,1466.0,40.64358,277.1132,1.258,2.0792,,1.641,0.42374785489901445,Jupiter-size,G-dwarf,2.755972554027324
K00797.01,,CANDIDATE,CANDIDATE,10.181584004,5741.1,7.73,812.0,102.91,5988.0,0.836,0.885,4.541,1,129.0,27.099031,173.09894,0.92,3.5089,,12.776,2.4142681396230374,Jupiter-size,G-dwarf,1.5146923722433492
K00812.02,Kepler-235 d,CONFIRMED,CANDIDATE,20.06036336,1494.7,1.96,361.0,4.0,3950.0,0.493,0.502,4.754,4,59.0,7.1802754,27.241827,0.556,3.3203,,40.4,3.047392760118242,Earth-size,K-dwarf,4.189507375439958
K00812.03,Kepler-235 e,CONFIRMED,CANDIDATE,46.1842039,1394.7,1.83,273.0,1.32,3950.0,0.493,0.502,4.754,4,25.0,6.2605453,18.020908,0.013,4.758,,76.67,3.854059173443712,Earth-size,K-dwarf,4.189507375439958
K00116.04,Kepler-106 d,CONFIRMED,CANDIDATE,23.9800854,104.0,1.31,649.0,41.94,5854.0,1.012,0.951,4.406,4,56.0,4.1784496,10.87813,0.95,5.351,,11.98,3.218078923426576,Earth-size,G-dwarf,0.9175695216279183
K00812.04,Kepler-235 c,CONFIRMED,CANDIDATE,7.82502168,520.8,1.2,494.0,14.05,3950.0,0.493,0.502,4.754,4,154.0,3.8379083,12.582854,0.708,2.186,,20.2,2.1775910594735666,Sub-Earth,K-dwarf,4.189507375439958
K00813.01,Kepler-688 b,CONFIRMED,CANDIDATE,3.895936525,8544.8,7.34,1005.0,241.62,5557.0,0.774,0.866,4.592,1,275.0,35.58241,375.5263,0.524,2.3111,,12.29,1.5884055804609503,Jupiter-size,G-dwarf,1.8676479262991792
K00814.01,Kepler-689 b,CONFIRMED,CANDIDATE,22.36646466,986.8,2.32,536.0,19.45,5395.0,0.734,0.821,4.615,1,48.0,6.2514634,25.599396,0.4,5.228,,31.0,3.1513018602566065,Sub-Neptune,G-dwarf,2.0761320715764158
K00801.01,Kepler-685 b,CONFIRMED,CANDIDATE,1.625522174,7969.0,9.73,1579.0,1467.41,5539.0,1.106,0.935,4.322,1,657.0,43.135384,712.5235,0.076,2.38963,,5.6364,0.9652797996895167,Jupiter-size,G-dwarf,0.6911084929046913
K00802.01,,CANDIDATE,CANDIDATE,19.620346923,21724.6,13.6,643.0,40.39,5710.0,0.905,0.928,4.492,1,52.0,73.60154,353.8584,0.458,2.0038,,77.9,3.026278303035061,Jupiter-size,G-dwarf,1.2519939741044337
K00803.01,,FALSE POSITIVE,FALSE POSITIVE,7.544039,322.6,17.47,838.0,116.46,5657.0,0.824,0.919,4.567,1,143.0,4.5001316,12.162734,1.175,6.222,,2.28,2.145233846814163,Jupiter-size,G-dwarf,1.642607783096785
K00804.01,Kepler-1727 b,CONFIRMED,CANDIDATE,9.02930689,1019.8,2.57,757.0,77.75,5349.0,0.82,0.824,4.526,1,146.0,7.610865,47.37303,0.024,3.1449,,22.57,2.305511495897141,Sub-Neptune,G-dwarf,1.494464676948971
K00805.01,,FALSE POSITIVE,FALSE POSITIVE,10.328035714,16917.7,13.28,843.0,119.31,5627.0,1.024,0.874,4.359,1,114.0,76.945915,589.42316,0.281,7.7915,,10.988,2.4272806896653205,Jupiter-size,G-dwarf,0.8139759302139282
K00806.01,Kepler-30 d,CONFIRMED,CANDIDATE,143.2063047,10565.7,8.9,308.0,2.14,5485.0,0.867,0.986,4.556,5,9.0,45.13809,115.57215,0.379,8.9302,,125.8,4.971244945809082,Jupiter-size,G-dwarf,1.5129327447398915
K00116.03,Kepler-106 b,CONFIRMED,CANDIDATE,6.164876,55.8,0.79,1021.0,256.35,5854.0,1.012,0.951,4.406,4,207.0,2.909661698,11.552998,0.646,3.262,,11.19,1.9691907547800644,Sub-Earth,G-dwarf,0.9175695216279183
K00806.02,Kepler-30 c,CONFIRMED,CANDIDATE,60.32494216,20280.4,12.19,411.0,6.77,5485.0,0.867,0.986,4.556,5,22.0,88.82677,323.38303,0.224,6.6188,,77.04,4.116186646972482,Jupiter-size,G-dwarf,1.5129327447398915
K00806.03,Kepler-30 b,CONFIRMED,CANDIDATE,29.1598615,488.0,1.91,524.0,17.85,5485.0,0.867,0.986,4.556,5,143.0,5.5897505,19.2544115,0.3619,4.803,,44.2,3.406511950954145,Earth-size,G-dwarf,1.5129327447398915
K00807.01,,FALSE POSITIVE,FALSE POSITIVE,1.540397253,816.1,25.69,1470.0,1105.68,5663.0,0.915,1.034,4.53,1,842.0,7.5703845,32.004185,1.225,2.1541,,1.971,0.9323204676203226,Jupiter-size,G-dwarf,1.3497621843694863
K00808.01,,FALSE POSITIVE,FALSE POSITIVE,2.99025443,589.2,1.7,918.0,168.45,4667.0,0.731,0.737,4.578,1,454.0,4.439786,35.481506,0.014,5.414,,4.349,1.3838549957860418,Earth-size,K-dwarf,1.8867543371176514
K00809.01,Kepler-686 b,CONFIRMED,CANDIDATE,1.594745374,15044.5,11.3,1539.0,1329.42,5934.0,0.893,0.901,4.491,1,762.0,62.03516,1015.921,0.514,1.9604,,6.203,0.9534883900309562,Jupiter-size,G-dwarf,1.2652327191197672
K00810.01,Kepler-1728 b,CONFIRMED,CANDIDATE,4.783002698,1008.7,2.5,886.0,145.48,5170.0,0.807,0.891,4.574,1,281.0,7.252221,57.638233,0.003,2.335,,16.102,1.7549230457158305,Sub-Neptune,K-dwarf,1.6953411357727302
