kepoi_name,kepler_name,koi_disposition,koi_pdisposition,koi_period,koi_depth,koi_prad,koi_teq,koi_insol,koi_steff,koi_srad,koi_smass,koi_slogg,koi_count,koi_num_transits,koi_max_sngle_ev,koi_max_mult_ev,koi_impact,koi_duration,koi_ingress,koi_dor,koi_period_log,koi_prad_category,koi_steff_category,stellar_density
K02635.01,Kepler-1300 b,CONFIRMED,CANDIDATE,22.2420032,63.5,2.04,954.0,195.54,5979.0,2.164,1.219,3.854,1,61.0,4.1765594,12.016888,0.897,7.532,,10.46,3.1459611244824552,Sub-Neptune,G-dwarf,0.12029066791479603
K02636.01,Kepler-1864 b,CONFIRMED,CANDIDATE,3.88148385,36.3,0.59,1156.0,423.0,5854.0,0.979,1.03,4.469,2,348.0,3.8548095,15.536409,0.252,2.679,,10.79,1.585449241268816,Sub-Earth,G-dwarf,1.0977138639126334
K02409.01,Kepler-1228 b,CONFIRMED,CANDIDATE,0.577369336,400.4,1.42,1757.0,2239.26,5255.0,0.716,0.776,4.617,1,1850.0,3.943266,22.317495,0.032,1.0852,,4.179,0.4557584822086765,Earth-size,G-dwarf,2.1140860200242746
K02410.01,,FALSE POSITIVE,FALSE POSITIVE,186.65435483,421.1,2.39,878.0,141.6,5767.0,1.0,0.974,4.438,2,143.0,5.5897505,19.2544115,0.537,10.51,,15.46,5.2346017325059915,Sub-Neptune,G-dwarf,0.974
K00244.01,Kepler-25 c,CONFIRMED,CANDIDATE,12.720370263,1180.1,4.75,934.0,180.23,6267.0,1.258,1.097,4.28,2,111.0,53.94007,422.22046,0.787,2.7306,,23.9,2.6188816090327194,Jupiter-size,F-dwarf,0.5510166273853259
K02410.02,,FALSE POSITIVE,FALSE POSITIVE,86.59322294,421.1,2.39,878.0,141.6,5767.0,1.0,0.974,4.438,2,143.0,5.5897505,19.2544115,0.537,7.98,,15.46,4.47270363125099,Sub-Neptune,G-dwarf,0.974
K02411.01,Kepler-1835 b,CONFIRMED,CANDIDATE,11.96407399,784.2,3.21,808.0,100.96,5903.0,0.961,0.922,4.437,1,52.0,6.211155,19.686432,0.903,4.526,,10.06,2.5621819926064267,Sub-Neptune,G-dwarf,1.0388689306179906
K02412.01,,FALSE POSITIVE,FALSE POSITIVE,2.493237866,259.2,9.48,2241.0,5975.48,5002.0,4.131,1.375,3.344,1,431.0,5.145171,14.080627,0.975,2.644,,2.4,1.2508290614162434,Jupiter-size,K-dwarf,0.019504602919265708
K02413.01,Kepler-383 b,CONFIRMED,CANDIDATE,12.90467523,412.4,1.49,545.0,20.91,4513.0,0.722,0.712,4.574,2,100.0,4.2446556,16.946104,0.553,3.28,,25.7,2.6322251310665266,Earth-size,K-dwarf,1.891770291218481
K02484.01,Kepler-1253 b,CONFIRMED,CANDIDATE,68.8861017,143.9,1.47,501.0,14.91,5753.0,1.222,0.863,4.2,1,21.0,5.0275583,14.96292,0.241,5.925,,87.2,4.246866798282813,Earth-size,G-dwarf,0.47293034185211347
K02485.01,Kepler-1254 b,CONFIRMED,CANDIDATE,9.99115241,391.7,1.68,660.0,44.77,4838.0,0.796,0.771,4.524,3,102.0,3.155929,13.291759,0.691,2.657,,21.5,2.397090622790729,Earth-size,K-dwarf,1.528675041072385
K02486.01,,CANDIDATE,CANDIDATE,4.267961416,127.4,1.42,1371.0,834.16,6395.0,1.237,1.048,4.275,1,313.0,5.3724456,21.589489,0.255,1.3427,,23.76,1.6616434596324965,Earth-size,F-dwarf,0.5536715188591246
K02487.01,Kepler-1255 b,CONFIRMED,CANDIDATE,36.292017,374.7,3.1,694.0,54.91,5843.0,1.615,1.115,4.069,1,36.0,9.500339,18.845905,0.003,8.198,,34.42,3.6187792822961904,Sub-Neptune,G-dwarf,0.26470203942535087
K00031.01,,FALSE POSITIVE,FALSE POSITIVE,0.925589891,400.8,50.6,4057.850000000004,65691.90670000119,4094.0,12.816970000000065,0.925,2.56126,1,1443.0,17.20733,135.50293,0.616,1.967,,3.02,0.6552323576806725,Jupiter-size,K-dwarf,0.00043932470833346
K00250.02,Kepler-26 c,CONFIRMED,CANDIDATE,17.25121397,2054.8,2.64,385.0,5.17,3879.0,0.537,0.537,4.708,4,73.0,10.909058,53.37347,0.749,2.0371,,47.1,2.904231596720326,Sub-Neptune,K-dwarf,3.467779130211638
K02558.01,,FALSE POSITIVE,FALSE POSITIVE,1.867281146,701.1,31.18,1561.0,1405.94,6117.0,1.025,1.095,4.457,1,611.0,5.2199,22.613558,1.252,7.495,,1.355,1.0533642448767895,Jupiter-size,F-dwarf,1.0168163549571252
K02559.01,Kepler-1686 b,CONFIRMED,CANDIDATE,9.30991834,114.5,1.21,913.0,164.38,5806.0,1.101,0.996,4.353,1,145.0,4.107848,16.452356,0.551,3.455,,17.44,2.333106377531934,Sub-Earth,G-dwarf,0.7462724025046638
K02560.01,,CANDIDATE,CANDIDATE,18.1209388,504.2,1.68,543.0,20.58,4905.0,0.774,0.75,4.536,1,48.0,3.578067,13.261151,0.108,3.781,,37.14,2.950784006836279,Earth-size,K-dwarf,1.617477996217534
K02561.01,Kepler-1278 b,CONFIRMED,CANDIDATE,3.23941775,77.4,0.77,1213.0,511.14,6075.0,0.858,0.934,4.541,1,409.0,4.924471,16.056055,0.386,2.569,,9.0,1.4444259367009766,Sub-Earth,F-dwarf,1.478716819320272
K02637.01,,CANDIDATE,CANDIDATE,3.98864999,94.2,1.15,1233.0,547.73,5692.0,1.188,0.997,4.288,1,341.0,3.6915476,10.48545,0.355,3.516,,8.21,1.6071653300738722,Sub-Earth,G-dwarf,0.5946286583749882
K02638.01,Kepler-1865 b,CONFIRMED,CANDIDATE,2.524017517,303.0,1.5,1203.0,495.14,5420.0,0.871,0.849,4.487,1,524.0,3.8826442,15.191005,0.077,1.1968,,16.33,1.259601678833429,Earth-size,G-dwarf,1.2848523560342948
K02639.01,,CANDIDATE,CANDIDATE,25.1123362,398.8,2.22,691.0,53.73,6133.0,1.112,1.049,4.367,2,19.0,3.9577832,11.06566,0.007,7.922,,24.666,3.262407854005183,Sub-Neptune,F-dwarf,0.7628886022179614
K02639.02,,CANDIDATE,CANDIDATE,2.121023807,263.9,5.75,1573.0,1446.5,6133.0,1.112,1.049,4.367,2,143.0,5.5897505,19.2544115,1.0045,0.798706,,13.11,1.1381610912633942,Jupiter-size,F-dwarf,0.7628886022179614
K02640.01,,CANDIDATE,CANDIDATE,33.18089453,421.1,2.39,878.0,141.6,5767.0,1.0,0.974,4.438,1,143.0,5.5897505,19.2544115,0.537,15.24,,15.46,3.531666848497707,Sub-Neptune,G-dwarf,0.974
K02641.01,,CANDIDATE,CANDIDATE,3.55557922,60.4,0.84,1270.0,615.03,5839.0,1.082,0.926,4.337,1,383.0,4.928477,14.219638,0.269,3.24,,8.16,1.5163526839887427,Sub-Earth,G-dwarf,0.7310199080498844
K02413.02,Kepler-383 c,CONFIRMED,CANDIDATE,31.2012202,360.1,1.47,406.0,6.44,4513.0,0.722,0.712,4.574,2,44.0,3.4364064,11.031231,0.714,4.077,,42.5,3.4720043462423256,Earth-size,K-dwarf,1.891770291218481
K02414.01,Kepler-384 b,CONFIRMED,CANDIDATE,22.5968256,142.9,1.3,670.0,47.7,5610.0,1.104,0.889,4.301,2,60.0,6.117268,17.997093,0.062,6.179,,28.19,3.161112194509912,Earth-size,G-dwarf,0.6606851429488992
K02414.02,Kepler-384 c,CONFIRMED,CANDIDATE,45.3486381,162.9,1.61,531.0,18.84,5610.0,1.104,0.889,4.301,2,31.0,4.704532,12.821955,0.847,4.858,,39.7,3.8361919086244054,Earth-size,G-dwarf,0.6606851429488992
K02415.01,Kepler-1836 b,CONFIRMED,CANDIDATE,5.25419589,461.8,2.12,1093.0,338.15,6123.0,0.987,1.053,4.472,1,212.0,4.5536475,22.985737,0.007,2.9878,,13.711,1.8332525808988085,Sub-Neptune,F-dwarf,1.0951583358861288
K02416.01,Kepler-1837 b,CONFIRMED,CANDIDATE,5.90608902,340.7,1.77,1012.0,247.83,5966.0,0.961,1.049,4.493,1,226.0,4.590741,11.781019,0.025,2.409,,19.04,1.9324034891250927,Earth-size,G-dwarf,1.1819669286532233
K00247.01,Kepler-1712 b,CONFIRMED,CANDIDATE,13.81504449,1032.6,1.91,391.0,5.52,3732.0,0.509,0.515,4.736,1,81.0,8.291335,41.48566,0.868,2.3244,,25.6,2.6956431840584814,Earth-size,K-dwarf,3.905295329466221
K02488.01,Kepler-1256 b,CONFIRMED,CANDIDATE,12.4128518,108.1,1.5,933.0,179.24,5945.0,1.346,1.039,4.196,1,109.0,4.1493917,16.569988,0.711,4.298,,15.86,2.5962133368765823,Earth-size,G-dwarf,0.42606942285123145
K02489.01,Kepler-1844 b,CONFIRMED,CANDIDATE,3.92453009,463.5,1.82,1074.0,314.25,5776.0,0.849,0.939,4.554,1,289.0,4.2532325,22.701654,0.112,3.691,,8.254,1.594228856873954,Earth-size,G-dwarf,1.5344138911264127
K02490.01,Kepler-1845 b,CONFIRMED,CANDIDATE,11.60653061,771.7,1.88,584.0,27.47,4703.0,0.701,0.686,4.582,1,118.0,4.426605,17.026577,0.024,2.194,,41.39,2.5342149820660995,Earth-size,K-dwarf,1.991453003040151
K02491.01,Kepler-1257 b,CONFIRMED,CANDIDATE,2.66831274,266.2,1.48,1252.0,581.38,5806.0,0.899,0.996,4.528,1,503.0,3.7475994,20.38139,0.333,2.4141,,8.12,1.2997318124826542,Earth-size,G-dwarf,1.3708194670276206
K02562.01,,FALSE POSITIVE,FALSE POSITIVE,2.9322509,181.2,1.33,1312.0,700.81,6106.0,0.966,1.043,4.487,1,364.0,4.3162947,11.855235,0.457,2.931,,6.94,1.369212010015186,Earth-size,F-dwarf,1.1570521380428742
K02563.01,Kepler-1279 b,CONFIRMED,CANDIDATE,23.4772553,141.4,1.34,738.0,70.05,6384.0,1.121,1.046,4.361,2,56.0,4.1291275,14.569964,0.013,6.735,,26.93,3.197744331260158,Earth-size,F-dwarf,0.7425314393614671
K02564.01,Kepler-1280 b,CONFIRMED,CANDIDATE,66.5576728,214.2,4.96,757.0,77.68,5734.0,3.405,1.648,3.591,2,22.0,5.2283907,15.739848,0.254,10.532,,47.37,4.212981644928309,Jupiter-size,G-dwarf,0.04174513391896906
K02565.01,,FALSE POSITIVE,FALSE POSITIVE,2.01948607,275.4,2.15,1430.0,988.37,5884.0,0.944,0.985,4.481,1,561.0,3.6148958,18.51607,0.977,5.248,,1.32,1.1050866414085967,Sub-Neptune,G-dwarf,1.1709011906037132
K02566.01,,FALSE POSITIVE,FALSE POSITIVE,3.04468229,71.4,0.86,1244.0,566.03,5575.0,0.98,0.81,4.363,1,447.0,4.6727433,17.629189,0.623,5.951,,3.19,1.3974030035443878,Sub-Earth,G-dwarf,0.8606107999218015
K02642.01,,FALSE POSITIVE,FALSE POSITIVE,15.05028313,615.2,2.46,735.0,69.16,5887.0,0.989,1.102,4.49,1,86.0,6.962865,13.457208,0.3125,1.848,,60.6,2.7757264899188754,Sub-Neptune,G-dwarf,1.1391809654182194
K00254.01,Kepler-45 b,CONFIRMED,CANDIDATE,2.455240626,36911.9,10.6,730.0,67.3,3793.0,0.568,0.587,4.697,1,546.0,114.0954,1514.2845,0.144,1.72722,,12.637,1.2398921005253067,Jupiter-size,K-dwarf,3.2032666640589427
K02643.01,Kepler-1301 b,CONFIRMED,CANDIDATE,9.08233411,296.9,1.35,734.0,68.75,5354.0,0.788,0.884,4.587,1,298.0,3.5330544,15.25862,0.262,2.008,,33.91,2.3107847943694297,Earth-size,G-dwarf,1.8066482825625378
K02644.01,,FALSE POSITIVE,FALSE POSITIVE,0.790539912,277.3,1.24,1502.0,1200.65,4791.0,0.767,0.747,4.541,1,1690.0,3.912206,19.927898,0.008,1.0567,,5.83,0.5825172011880833,Sub-Earth,K-dwarf,1.6555202981936457
K02645.01,,FALSE POSITIVE,FALSE POSITIVE,1.705782214,278.0,1.82,1455.0,1060.41,5387.0,1.009,0.89,4.38,1,1560.0,4.3321447,17.060822,0.709,1.007,,9.47,0.9953910438785056,Earth-size,G-dwarf,0.8663961383988165
K02646.01,,FALSE POSITIVE,FALSE POSITIVE,0.532086296,495.8,16.99,1790.0,2417.28,5271.0,0.698,0.773,4.636,1,2367.0,3.9497056,19.188797,1.199,4.023,,1.233,0.4266303987137053,Jupiter-size,G-dwarf,2.273072176610875
K02417.01,Kepler-1684 b,CONFIRMED,CANDIDATE,47.7052566,1161.5,2.89,347.0,3.42,4551.0,0.672,0.669,4.609,1,17.0,6.0625596,17.269434,0.918,5.959,,29.8,3.8857869626619714,Sub-Neptune,K-dwarf,2.204541600866537
K00244.02,Kepler-25 b,CONFIRMED,CANDIDATE,6.238535444,401.6,2.53,1185.0,465.61,6267.0,1.258,1.097,4.28,2,210.0,22.156876,222.45161,0.008,3.5255,,13.7795,1.9794188991945711,Sub-Neptune,F-dwarf,0.5510166273853259
K02418.01,Kepler-1229 b,CONFIRMED,CANDIDATE,86.829519,751.0,1.68,196.63,0.35,3640.0,0.463,0.482,4.791,1,14.0,4.841739,11.653137,0.953,7.464,,35.6,4.475397651425359,Earth-size,M-dwarf,4.8562838706279114
K02419.01,Kepler-1230 b,CONFIRMED,CANDIDATE,9.95667035,586.8,3.41,946.0,189.48,6165.0,1.115,1.048,4.365,1,54.0,4.0451484,14.043629,0.949,3.534,,8.55,2.393948435180764,Sub-Neptune,F-dwarf,0.7560259115617408
K02420.01,Kepler-1231 b,CONFIRMED,CANDIDATE,10.41728722,210.4,1.64,870.0,135.34,5557.0,1.151,0.936,4.288,2,130.0,4.122965,17.48328,0.12,4.125,,19.42,2.4351286295994394,Earth-size,G-dwarf,0.6138324985459466
K02492.01,Kepler-1258 b,CONFIRMED,CANDIDATE,0.984941669,81.4,1.49,2335.0,7044.68,5825.0,1.662,1.121,4.046,1,1087.0,3.6301932,18.198313,0.045,1.9724,,3.887,0.6855895278131734,Earth-size,G-dwarf,0.24418138585525864
K02493.01,Kepler-1259 b,CONFIRMED,CANDIDATE,0.663085361,322.7,1.6,1681.0,1894.94,5172.0,0.767,0.878,4.6,1,1615.0,4.1535525,29.192568,0.841,1.1522,,2.69,0.5086745284184305,Earth-size,K-dwarf,1.9458458123347
K02494.01,Kepler-1260 b,CONFIRMED,CANDIDATE,19.1187425,217.5,2.33,823.0,108.48,5862.0,1.463,1.097,4.148,1,73.0,4.806006,15.927306,0.74,6.805,,14.92,3.001651843278332,Sub-Neptune,G-dwarf,0.3503270315773452
K02495.01,,FALSE POSITIVE,FALSE POSITIVE,1.08749101,126.4,4.91,3081.0,21388.7,5988.0,3.204,1.469,3.594,1,1233.0,4.5642295,29.884254,0.979,1.6192,,1.685,0.7359628711467737,Jupiter-size,G-dwarf,0.04466262796744678
K02496.01,,FALSE POSITIVE,FALSE POSITIVE,1.183818383,84.3,0.91,1775.0,2337.65,6014.0,0.992,1.029,4.459,1,904.0,3.3306398,10.598918,0.17,1.393,,6.481,0.7810748964578101,Sub-Earth,F-dwarf,1.054096468417475
K02567.01,,FALSE POSITIVE,FALSE POSITIVE,4.98845099,193.9,1.33,1055.0,292.71,5695.0,0.961,0.868,4.411,1,217.0,3.999111,18.483387,0.041,7.453,,5.207,1.7898327793525646,Earth-size,G-dwarf,0.9780241125557654
K00250.03,Kepler-26 d,CONFIRMED,CANDIDATE,3.543919702,507.0,1.21,652.0,42.68,3879.0,0.537,0.537,4.708,4,360.0,4.2093735,22.25087,0.022,1.8717,,14.77,1.5137900100479238,Sub-Earth,K-dwarf,3.467779130211638
K02569.01,,CANDIDATE,CANDIDATE,8.28157072,139.2,1.37,956.0,197.82,5640.0,1.175,0.976,4.288,1,158.0,3.8739314,11.9206705,0.042,3.1,,20.61,2.2280307910961747,Earth-size,G-dwarf,0.6016393284724963
K02571.01,,CANDIDATE,CANDIDATE,0.82628442,134.9,0.96,1629.0,1654.69,5218.0,0.829,0.886,4.548,1,1620.0,3.8428228,13.201293,0.28,0.9603,,6.414,0.6022835312699815,Sub-Earth,G-dwarf,1.5551422851719559
K02572.01,,CANDIDATE,CANDIDATE,6.37705295,502.8,2.15,935.0,180.66,5672.0,0.965,1.08,4.503,1,181.0,4.101644,15.772048,0.234,1.949,,24.83,1.9983742295909237,Sub-Neptune,G-dwarf,1.2018266095261174
K02647.01,Kepler-1302 b,CONFIRMED,CANDIDATE,8.83929462,316.2,1.94,778.0,86.5,5330.0,0.87,0.855,4.491,1,148.0,4.6469154,12.429709,0.924,1.719,,17.0,2.286384023535323,Earth-size,G-dwarf,1.2983995517104707
K02648.01,,FALSE POSITIVE,FALSE POSITIVE,0.631795416,145.2,1.88,2797.0,14547.08,6414.0,1.519,1.256,4.173,1,1049.0,4.4641733,14.677425,0.433,1.0703,,4.18,0.4896808908408269,Earth-size,F-dwarf,0.3583573511767479
K02649.01,Kepler-1303 b,CONFIRMED,CANDIDATE,7.56126152,180.6,1.2,891.0,149.17,5853.0,0.895,0.99,4.529,1,136.0,3.8182704,13.309786,0.253,2.851,,19.87,2.14724755312697,Sub-Earth,G-dwarf,1.3809122703993608
K02650.01,Kepler-395 c,CONFIRMED,CANDIDATE,34.9897847,498.5,1.14,292.0,1.71,3765.0,0.521,0.526,4.725,2,40.0,3.8563123,10.0909195,0.034,4.208,,64.76,3.583235139855763,Sub-Earth,K-dwarf,3.7193973238483706
K02650.02,Kepler-395 b,CONFIRMED,CANDIDATE,7.05429483,359.3,1.0,497.0,14.46,3765.0,0.521,0.526,4.725,2,188.0,4.2942157,8.993365,0.48,1.716,,28.2,2.086205468414333,Sub-Earth,K-dwarf,3.7193973238483706
K02421.01,,CANDIDATE,CANDIDATE,2.27050106,106.7,0.55,903.0,157.05,4671.0,0.528,0.534,4.721,2,586.0,3.4360602,13.089503,0.473,1.903,,8.16,1.1849432025285411,Sub-Earth,K-dwarf,3.6277678645963767
K02422.01,Kepler-1232 b,CONFIRMED,CANDIDATE,26.7838935,365.3,1.59,523.0,17.69,5242.0,0.856,0.869,4.512,2,50.0,5.2964435,18.662968,0.036,4.584,,45.37,3.32445648229305,Earth-size,G-dwarf,1.385474326207325
K02423.01,Kepler-1233 b,CONFIRMED,CANDIDATE,45.126216,373.1,2.32,604.0,31.54,6499.0,1.169,1.191,4.378,1,22.0,6.129062,16.393923,0.49,6.656,,46.2,3.831381465156821,Sub-Neptune,F-dwarf,0.7455353283530292
K02424.01,Kepler-1234 b,CONFIRMED,CANDIDATE,11.94019101,631.7,1.86,625.0,35.99,5073.0,0.748,0.856,4.607,1,111.0,3.6904318,14.769549,0.348,2.866,,30.6,2.560338050169373,Earth-size,K-dwarf,2.045356291890617
K02425.01,,FALSE POSITIVE,FALSE POSITIVE,3.51295674,83.1,1.1,1434.0,999.6,6453.0,1.17,1.053,4.326,1,765.0,4.1462407,18.492785,0.499,3.06,,7.72,1.5069525351574413,Sub-Earth,F-dwarf,0.6574621959237344
K02497.01,Kepler-1261 b,CONFIRMED,CANDIDATE,48.4313003,886.4,2.78,396.0,5.81,4891.0,0.805,0.776,4.516,1,22.0,4.484472,13.4371195,0.846,4.03,,54.2,3.9005838328599873,Sub-Neptune,K-dwarf,1.4875585899919028
K00248.01,Kepler-49 b,CONFIRMED,CANDIDATE,7.203855862,1765.9,2.25,509.0,15.87,3834.0,0.539,0.541,4.708,4,186.0,11.845864,82.67765,0.037,2.5418,,22.473,2.1046042708212735,Sub-Neptune,K-dwarf,3.4548641066881447
K02498.01,Kepler-390 b,CONFIRMED,CANDIDATE,6.73808701,92.9,0.73,786.0,90.19,5168.0,0.769,0.793,4.566,2,199.0,5.2868323,12.782846,0.148,2.591,,19.83,2.046154500722727,Sub-Earth,K-dwarf,1.7437899401699515
K02499.01,,FALSE POSITIVE,FALSE POSITIVE,7.57571414,418.5,2.45,1075.0,315.8,6418.0,1.171,1.241,4.395,1,68.0,3.4927707,11.577439,0.413,2.357,,22.89,2.148934271216934,Sub-Neptune,F-dwarf,0.7728604727754664
K02501.01,,FALSE POSITIVE,FALSE POSITIVE,4.76887671,115.8,2.11,1532.0,1303.61,6063.0,1.855,1.058,3.926,1,225.0,3.3778718,16.127527,0.654,1.672,,16.81,1.752477383924875,Sub-Neptune,F-dwarf,0.16575014837516974
K02573.01,,FALSE POSITIVE,FALSE POSITIVE,1.347512632,2651.8,23.45,1346.0,775.18,5316.0,0.685,0.658,4.585,1,841.0,6.1393433,44.80835,1.252,1.9817,,2.42,0.8533563131294666,Jupiter-size,G-dwarf,2.047171275200254
K02574.01,,FALSE POSITIVE,FALSE POSITIVE,0.5276763491099999,259.1,1.32,2009.0,3827.79,5547.0,0.82,0.918,4.571,1,2367.0,3.840631,21.799551,0.283,1.5789,,2.5,0.42374785489901445,Earth-size,G-dwarf,1.6649497250475187
K02576.01,,FALSE POSITIVE,FALSE POSITIVE,12.07760884,151.0,1.03,708.0,59.51,5370.0,0.845,0.771,4.471,1,109.0,4.2975254,13.973922,0.264,2.233,,40.3,2.5709015189196416,Sub-Earth,G-dwarf,1.2778628696515648
K02577.01,,CANDIDATE,CANDIDATE,18.55581565,565.9,20.83,1793.0,2442.24,5988.0,8.841,2.394,2.982,1,73.0,5.2022886,20.960503,0.073,5.372,,26.895,2.9732727178975753,Jupiter-size,G-dwarf,0.003464335740729687
K02578.01,,CANDIDATE,CANDIDATE,13.33094869,725.6,25.95,815.0,104.37,5991.0,1.039,0.976,4.394,1,103.0,4.434977,15.548629,1.199,1.426,,19.3,2.662421442719235,Jupiter-size,G-dwarf,0.8701681336638953
K02651.01,,FALSE POSITIVE,FALSE POSITIVE,6.38315744,1112.6,2.35,787.0,91.0,5262.0,0.714,0.786,4.623,1,138.0,5.674467,17.614754,0.029,1.7075,,29.41,1.9992013845144314,Sub-Neptune,G-dwarf,2.1593742126938107
K00255.01,Kepler-505 b,CONFIRMED,CANDIDATE,27.52194772,2312.8,2.47,314.0,2.28,3780.0,0.511,0.531,4.746,3,49.0,17.74914,84.951836,0.35,4.047,,51.1,3.3506738863418555,Sub-Neptune,K-dwarf,3.9795303451217343
K02652.01,Kepler-1304 b,CONFIRMED,CANDIDATE,16.1289679,389.0,2.94,715.0,61.87,5392.0,1.087,0.888,4.314,1,86.0,4.422884,16.902508,0.968,6.271,,6.67,2.8407710594992635,Sub-Neptune,G-dwarf,0.691391973644437
K02654.01,Kepler-1305 b,CONFIRMED,CANDIDATE,13.5631157,336.4,1.75,733.0,68.41,5853.0,0.895,0.99,4.529,1,79.0,3.9537559,13.206011,0.704,5.438,,14.04,2.678492010260479,Earth-size,G-dwarf,1.3809122703993608
K02655.01,Kepler-1306 b,CONFIRMED,CANDIDATE,16.2959916,369.6,1.83,678.0,49.81,5495.0,0.961,0.932,4.442,1,81.0,6.1217804,14.116614,0.213,2.116,,58.5,2.85047477523531,Earth-size,G-dwarf,1.0501364895184024
K02426.01,Kepler-1235 b,CONFIRMED,CANDIDATE,4.16056658,75.8,0.7,985.0,222.54,5481.0,0.815,0.914,4.574,1,328.0,4.4362693,14.0594635,0.069,2.61,,12.26,1.6410463757912186,Sub-Earth,G-dwarf,1.6883923258504832
K02427.01,,FALSE POSITIVE,FALSE POSITIVE,2.93101771,199.1,1.15,1134.0,390.28,5485.0,0.788,0.716,4.5,1,460.0,4.196373,12.935102,0.523,2.231,,8.74,1.3688983516445328,Sub-Earth,G-dwarf,1.4633033600845895
K00245.01,Kepler-37 d,CONFIRMED,CANDIDATE,39.79220077,610.4,1.9,458.0,10.38,5437.0,0.781,0.829,4.571,4,35.0,45.317265,175.61543,0.019,4.466,,69.576,3.7084909055391346,Earth-size,G-dwarf,1.7402090741760041
K02428.01,,FALSE POSITIVE,FALSE POSITIVE,16.2276756,525.8,2.11,648.0,41.57,5328.0,0.883,0.796,4.447,1,54.0,4.203815,16.26874,0.633,3.699,,26.9,2.846517137202647,Sub-Neptune,G-dwarf,1.1561946541257273
K02429.01,,FALSE POSITIVE,FALSE POSITIVE,1.595630597,259.6,17.94,1346.0,778.05,5632.0,0.729,0.816,4.616,1,669.0,4.490708,15.419067,1.21,1.793,,1.796,0.9538294917212881,Jupiter-size,G-dwarf,2.1062386300379687
K02503.01,Kepler-1846 b,CONFIRMED,CANDIDATE,14.8200596,184.9,0.96,552.0,21.92,4825.0,0.732,0.785,4.603,1,92.0,3.9481695,17.049992,0.059,3.902,,29.32,2.7612787297154706,Sub-Earth,K-dwarf,2.0014116045281654
K02504.01,Kepler-1685 b,CONFIRMED,CANDIDATE,20.49041,661.8,2.34,625.0,36.01,5681.0,0.923,1.038,4.524,1,56.0,4.538423,17.465052,0.011,4.369,,36.66,3.0676067891136527,Sub-Neptune,G-dwarf,1.3200556808642643
K02505.01,,FALSE POSITIVE,FALSE POSITIVE,0.962827066,86.3,29.27,3399.0,31471.91,6534.0,3.028,1.484,3.647,2,1399.0,4.405946,23.182957,1.079,4.48,,1.128927,0.6743858146229472,Jupiter-size,F-dwarf,0.053452286614823825
K02506.01,Kepler-1262 b,CONFIRMED,CANDIDATE,8.679037,301.6,1.79,949.0,191.84,6117.0,1.027,1.008,4.42,1,155.0,3.705681,17.404188,0.224,2.864,,22.95,2.2699624128686025,Earth-size,F-dwarf,0.9305703295776289
K02507.01,Kepler-1847 b,CONFIRMED,CANDIDATE,11.1296971,371.0,1.93,843.0,119.44,6122.0,0.964,1.041,4.487,1,117.0,3.5554564,13.063752,0.572,2.942,,24.37,2.495656751498255,Earth-size,F-dwarf,1.1620361205387726
K02579.01,Kepler-1859 b,CONFIRMED,CANDIDATE,2.7296036,145.6,1.53,1455.0,1056.15,5887.0,1.235,1.09,4.292,3,492.0,3.3651447,14.404189,0.509,2.721,,6.73,1.316301954549855,Earth-size,G-dwarf,0.5786628812912251
K02580.01,Kepler-1281 b,CONFIRMED,CANDIDATE,3.11604194,345.2,1.59,1123.0,375.55,5591.0,0.86,0.977,4.559,1,418.0,3.3346357,16.305918,0.195,1.7763,,13.389,1.414892007424264,Earth-size,G-dwarf,1.5360282742400042
K00250.04,Kepler-26 e,CONFIRMED,CANDIDATE,46.82767725,1537.7,2.13,276.0,1.37,3879.0,0.537,0.537,4.708,4,28.0,11.203697,24.248087,0.393,1.9033,,180.2,3.8676044938953993,Sub-Neptune,K-dwarf,3.467779130211638
K02581.01,Kepler-1860 b,CONFIRMED,CANDIDATE,12.7372371,100.8,0.87,697.0,55.82,5420.0,0.868,0.874,4.502,1,108.0,3.347503,11.28038,0.364,3.358,,27.3,2.6201101821489834,Sub-Earth,G-dwarf,1.3364485898993308
K02582.01,Kepler-1861 b,CONFIRMED,CANDIDATE,40.0306267,214.5,2.01,617.0,34.19,5855.0,1.373,1.161,4.227,1,37.0,4.7247276,16.049892,0.322,4.815,,61.0,3.714318780527063,Sub-Neptune,G-dwarf,0.44856006707092666
K02668.01,Kepler-1310 b,CONFIRMED,CANDIDATE,0.679336747,240.7,1.4,1883.0,2982.78,5440.0,0.913,0.942,4.491,1,1523.0,4.846571,31.984018,0.209,1.2188,,4.269,0.5183989220113344,Earth-size,G-dwarf,1.2377660605247864
K02669.01,,FALSE POSITIVE,FALSE POSITIVE,213.6103207,110990.0,46.07,291.0,1.69,5931.0,0.845,0.933,4.554,1,7.0,637.5966,1372.7269,0.977,10.7643,,172.4,5.368823921770842,Jupiter-size,G-dwarf,1.5463632391503372
K02670.01,,FALSE POSITIVE,FALSE POSITIVE,170.8658492,29840.8,24.4,387.0,5.33,5989.0,1.324,1.063,4.221,1,8.0,454.1527,938.0211,0.684,16.9895,,72.831,5.146714225985301,Jupiter-size,G-dwarf,0.4580040403487788
K02671.01,,CANDIDATE,CANDIDATE,21.47642727,348130.0,59.5,655.0,43.52,5780.0,1.0,1.0,4.438,2,0.0,49.7022,221.21457,0.006,5.5498,,45.679,3.1124670831244328,Jupiter-size,G-dwarf,1.0
