orbital_period,transit_depth,planet_radius,koi_teq,koi_insol,stellar_teff,stellar_density,disposition
8.27745764,197.2,2.46,1088.0,331.35,5129.0,0.1570116441858601,CONFIRMED
14.37504582,251.1,2.05,786.0,90.16,5931.0,0.8761743199324424,CONFIRMED
6.31219171,403.7,2.17,1096.0,342.04,6322.0,0.9047756801287938,CANDIDATE
147.97391,1267.1,3.33,329.0,2.78,5578.0,1.0555474558973612,CONFIRMED
13.24503482,156.1,1.77,887.0,146.31,5636.0,0.367885392529618,CONFIRMED
77.2550726,589.5,3.7,548.0,21.37,6564.0,0.4860976832642169,CONFIRMED
3.85690686,127.8,0.93,972.0,210.44,5272.0,1.6785523900681385,CONFIRMED
116.3311739,1586.3,3.26,323.0,2.59,5354.0,1.490940454062652,CONFIRMED
86.049055,429.9,2.06,410.0,6.68,5733.0,0.9898822400669413,CANDIDATE
6.31943553,581.1,2.71,986.0,223.15,5670.0,0.8890240813372234,CONFIRMED
12.20951755,538.1,2.61,791.0,92.68,5670.0,0.8890240813372234,CONFIRMED
3.07644709,216.7,1.61,1253.0,583.25,5670.0,0.8890240813372234,CONFIRMED
2.11913005,30.2,1.35,2090.0,4512.1,5799.0,0.0996995118290393,FALSE POSITIVE
68.958447,123.3,1.11,402.0,6.17,5455.0,1.2881535662762835,CONFIRMED
18.79591276,2431.4,7.39,852.0,124.64,6163.0,0.3964839692234378,CONFIRMED
47.76397728,422.8,2.4,879.0,142.59,5780.0,0.7973074850918092,FALSE POSITIVE
63.0380366,658.7,2.59,465.0,11.1,5798.0,0.922416930564307,CONFIRMED
9.69315023,141.8,1.89,1017.0,253.08,5683.0,0.3179175661497288,CONFIRMED
8.48031229,351.1,2.58,952.0,193.86,5910.0,0.7838901462032712,FALSE POSITIVE
56.1886436,346.2,2.56,503.0,15.13,5700.0,0.6585177802899586,CONFIRMED
6.92101452,529.7,1.48,619.0,34.85,4461.0,2.852124701785013,CONFIRMED
3.27344784,262.5,0.81,625.0,36.05,3758.0,4.327019905340539,CONFIRMED
15.3789014,185.1,2.94,1039.0,275.53,5817.0,0.1278552556406382,CONFIRMED
134.4785189,4033.5,10.52,412.0,6.81,5791.0,0.4176764259855633,CONFIRMED
5.007414194,4413.9,8.8,1114.0,363.75,5957.0,0.913939361420916,CANDIDATE
24.68662378,8052.3,48.04,1149.0,412.55,4648.0,0.0070285163943097,FALSE POSITIVE
98.7179332,7320.0,6.99,360.0,3.97,5808.0,1.7937029272424505,CONFIRMED
71.52543938,5904.3,5.76,340.0,3.15,4855.0,1.6330051291735512,CONFIRMED
17.50441726,725.4,3.56,824.0,108.78,5815.0,0.3974721471808228,CANDIDATE
1.72086129,10184.5,13.25,1647.0,1743.61,5742.0,0.595446050350734,CONFIRMED
56.4349933,580.0,2.37,465.0,11.04,5534.0,0.8773652712131818,CONFIRMED
33.7888028,649.2,2.71,611.0,33.01,6202.0,0.9367405200907596,CONFIRMED
3.215109385,158.0,1.54,1155.0,421.21,5541.0,1.1561395926577052,CONFIRMED
3.29276797,80.7,1.39,1458.0,1068.95,5683.0,0.3179175661497288,CONFIRMED
13.72710334,199.2,2.38,1005.0,241.58,5951.0,0.2237994170382523,CONFIRMED
24.3110031,184.4,2.3,831.0,112.64,5951.0,0.2237994170382523,CONFIRMED
44.4304059,238.5,2.61,680.0,50.42,5951.0,0.2237994170382523,CONFIRMED
9.34145925,81.7,1.56,1143.0,403.44,5951.0,0.2237994170382523,CONFIRMED
4.97760447,287.3,1.75,1023.0,258.91,5353.0,0.8126290649355608,CONFIRMED
21.1285655,176.7,2.88,935.0,180.55,5817.0,0.1278552556406382,CONFIRMED
24.4851178,263.8,7.14,1179.0,456.64,6655.0,0.052856434539709,FALSE POSITIVE
7.51854537,286.7,1.42,784.0,89.41,5064.0,1.257417866147183,CONFIRMED
86.7490807,547.1,2.23,398.0,5.94,5579.0,0.9872100960585009,CANDIDATE
25.96190067,350.3,3.25,850.0,123.11,6369.0,0.2586702170160644,CONFIRMED
130.3543929,5128.7,7.7,369.0,4.36,5970.0,1.0414292061839765,CONFIRMED
1.855557556,10570.1,10.05,1436.0,1004.89,5657.0,1.0632559294124195,CONFIRMED
3.261759866,3876.1,8.01,1262.0,599.54,6131.0,1.2122165477334703,CANDIDATE
3.364425589,4843.0,56.83,1106.0,352.97,5813.0,1.8367963478903024,FALSE POSITIVE
16.78175788,908.0,2.25,545.0,20.82,4925.0,1.904442572009128,CONFIRMED
105.3035093,1362.2,3.18,351.0,3.58,5534.0,1.3643381924198252,CONFIRMED
2.549562652,495.1,1.11,682.0,50.9,3716.0,3.968608786918984,CONFIRMED
13.96950181,1110.0,2.04,387.0,5.29,3716.0,3.968608786918984,CONFIRMED
5.21230171,430.0,1.04,537.0,19.7,3716.0,3.968608786918984,CONFIRMED
17.76076524,1287.2,1.93,368.0,4.34,3826.0,3.930471530808608,CONFIRMED
10.55840479,194.2,1.41,796.0,94.94,5353.0,0.8126290649355608,CONFIRMED
20.92735802,8091.0,17.36,735.0,69.08,6126.0,0.7485677342309809,CANDIDATE
6.98800953,193.2,1.39,914.0,164.86,5353.0,0.8126290649355608,CONFIRMED
22.8245144,322.7,3.36,946.0,189.46,6642.0,0.2258910311305539,CONFIRMED
49.1011093,845.6,3.28,498.0,14.57,5393.0,0.6544162862643504,CONFIRMED
7.05675145,130.0,1.68,1196.0,483.95,6388.0,0.4568584786493349,CONFIRMED
34.8536903,767.7,2.4,522.0,17.62,5818.0,1.5365688832055997,CONFIRMED
2.41434868,191.0,0.97,953.0,195.08,4507.0,1.8840409724471947,CONFIRMED
2.466070972,704.5,24.3,1260.0,595.8,5708.0,1.3940215646653222,FALSE POSITIVE
4.30656389,257.0,1.95,1177.0,453.2,6108.0,1.0359403583877764,CONFIRMED
12.964717746,3732.9,39.93,834.0,114.24,6210.0,0.9915604534037454,FALSE POSITIVE
1.731079436,11974.0,56.05,1541.0,1332.5,6045.0,1.1917557027103405,FALSE POSITIVE
7.794302043,3387.4,16.51,882.0,142.82,5494.0,0.9430115142191648,CONFIRMED
14.5324483,1355.9,3.11,664.0,46.06,5345.0,1.2608952670834015,CONFIRMED
5.248667607,601.2,2.84,1056.0,293.42,5807.0,0.9851088134406988,CONFIRMED
7.96431492,746.0,2.44,805.0,99.42,5185.0,1.1027494423219577,CONFIRMED
92.7297248,1257.5,2.81,276.0,1.38,4580.0,2.432149570695524,CONFIRMED
1.485710994,20823.9,14.48,1562.0,1404.81,5624.0,0.9677928474235464,CONFIRMED
30.5231459,2212.3,11.26,506.0,15.46,5518.0,1.7949898486732283,CANDIDATE
71.3116598,2138.0,4.94,475.0,12.01,6194.0,0.9503839735026596,CONFIRMED
28.78270955,864.5,2.11,443.0,9.09,4774.0,1.862181067483205,CANDIDATE
15.44428875,3596.2,37.58,731.0,67.39,5895.0,1.1353801955854423,FALSE POSITIVE
1.411230023,388.2,1.71,1164.0,436.04,4575.0,1.8135693069112409,CONFIRMED
96.9151707,862.8,2.37,325.0,2.64,5162.0,1.6689779418115929,CONFIRMED
13.47472742,729.6,1.96,634.0,38.21,5395.0,2.076132071576416,CONFIRMED
2.29503515,172.1,1.18,1304.0,681.51,5637.0,1.2168990332042071,CONFIRMED
27.495634,483.3,2.11,590.0,28.66,5657.0,1.0078591440820233,CONFIRMED
14.08826442,889.4,2.66,724.0,64.97,5853.0,1.3809122703993608,CONFIRMED
3.905081685,21340.5,12.78,1046.0,282.59,5543.0,1.4286449119736424,CONFIRMED
110.9643706,1283.2,2.11,239.0,0.77,4441.0,3.3052502561016017,CONFIRMED
4.539297295,798.1,2.34,830.0,112.09,4914.0,2.0632224915051096,CANDIDATE
6.94135824,825.0,2.96,876.0,139.05,5527.0,1.2839852554470323,CONFIRMED
17.276296682,10458.0,7.31,538.0,19.88,4941.0,1.9654319236180813,CONFIRMED
31.7821117,570.2,2.08,528.0,18.32,5527.0,1.2839852554470323,CONFIRMED
4.36273233,341.6,1.76,1023.0,258.7,5527.0,1.2839852554470323,CONFIRMED
18.6848377,1251.5,1.93,402.0,6.16,4156.0,3.453204522833079,CONFIRMED
7.41634701,505.5,1.24,547.0,21.1,4156.0,3.453204522833079,CONFIRMED
9.91724268,457.9,2.85,903.0,157.41,5539.0,0.5300222508174787,CONFIRMED
82.5341188,1895.4,2.45,260.0,1.08,4316.0,2.9931526507851904,CONFIRMED
20.16037858,343.6,1.75,510.0,16.03,4975.0,2.155448273373154,CONFIRMED
10.99470891,884.7,1.71,512.0,16.24,4302.0,2.847487156689953,CONFIRMED
6.73679732,422.8,2.4,879.0,142.59,5780.0,0.7973074850918092,CANDIDATE
124.03589939,7690.0,11.13,413.0,6.88,5822.0,0.4992485046386717,CANDIDATE
1.194812329,189.5,1.36,1806.0,2521.46,6198.0,1.1219790658866868,FALSE POSITIVE
10.84969477,1122.1,2.67,676.0,49.3,5251.0,1.845359502278044,CONFIRMED
12.18420006,499.3,2.59,819.0,106.52,5771.0,0.8077581346760557,CONFIRMED
3.76417012,558.4,1.7,908.0,160.99,5063.0,2.10715463440074,CONFIRMED
5.92972237,412.1,1.92,972.0,210.95,5741.0,1.1845862109202376,CONFIRMED
12.2476121,402.7,1.9,763.0,80.29,5741.0,1.1845862109202376,CONFIRMED
13.59051547,621.9,2.4,724.0,64.8,5442.0,0.9599458804373836,CONFIRMED
46.8776724,539.8,2.62,484.0,13.01,5504.0,0.9630835107881084,CONFIRMED
89.1935737,868.3,3.81,483.0,12.83,6071.0,0.488546693880544,CONFIRMED
13.09390911,398.7,2.2,752.0,75.58,5772.0,1.1697073502999835,CONFIRMED
4.915385452,225.5,1.46,1042.0,279.43,5772.0,1.1697073502999835,CONFIRMED
87.455958,1604.9,70.11,728.0,66.26,7700.0,0.1798604430103388,FALSE POSITIVE
0.805259257,1384.3,63.55,2723.0,12990.09,5872.0,0.151930926286249,FALSE POSITIVE
9.76785911,585.4,2.54,749.0,74.48,5371.0,1.3969953424175283,CONFIRMED
40.80957343,436.1,3.44,623.0,35.68,6183.0,0.56486117432863,CONFIRMED
22.08551599,3157.4,3.34,352.0,3.63,3828.0,3.326640778932939,CONFIRMED
1.151166776,578.4,1.28,957.0,199.25,3951.0,3.663544871486144,CONFIRMED
4.693305543,14522.9,17.85,1389.0,881.73,6365.0,0.4130302220383734,FALSE POSITIVE
3.246732048,6998.2,12.4,1459.0,1072.7,5763.0,0.3533796258940479,CONFIRMED
8.3606759,194.8,1.49,929.0,176.04,5771.0,0.8077581346760557,FALSE POSITIVE
62.1385979,886.3,5.14,524.0,17.88,5123.0,0.2209228203471817,CONFIRMED
17.1181036,167.7,1.22,654.0,43.25,5576.0,1.2859128118011631,CANDIDATE
8.29482811,559.5,2.76,876.0,139.38,5773.0,1.1679646467947664,CANDIDATE
26.635216,1492.8,27.64,536.0,19.45,5215.0,1.1776211728171782,FALSE POSITIVE
17.84850835,391.2,3.29,888.0,146.82,6188.0,0.3533468181313828,CONFIRMED
26.1363443,362.2,2.8,782.0,88.29,6188.0,0.3533468181313828,CONFIRMED
11.1895709,143.3,1.81,1037.0,273.37,6188.0,0.3533468181313828,CONFIRMED
2.757977384,211.0,1.69,1332.0,744.97,5919.0,0.994,CONFIRMED
18.692860599,51256.5,14.81,528.0,18.4,5190.0,2.546122380833124,FALSE POSITIVE
14.80075082,501.4,17.38,1912.0,3158.09,6327.0,0.0045976142164884,CONFIRMED
3.126861192,794.6,5.12,1391.0,886.72,4854.0,0.1813018792979564,CONFIRMED
87.24250316,17860.5,15.86,390.0,5.49,5671.0,1.2101257328099218,FALSE POSITIVE
10.240611361,2958.0,3.9,656.0,43.85,5227.0,2.3956298828125,CANDIDATE
16.87725775,818.4,2.54,642.0,40.09,5497.0,1.3588619444043335,CONFIRMED
12.05705659,523.9,1.96,689.0,53.26,5365.0,1.504929279494473,CONFIRMED
28.26727385,1160.2,2.93,517.0,16.84,5132.0,1.1789969639045303,CONFIRMED
3.770590654,314.4,2.13,1272.0,619.65,5714.0,0.5667149706748659,CONFIRMED
2.7073064,69.5,1.36,1709.0,2012.12,6045.0,0.2620997803180734,CONFIRMED
23.11707222,2407.5,4.37,548.0,21.26,5275.0,1.4652280873573185,CANDIDATE
4.77502117,451.4,1.73,926.0,174.23,5275.0,1.4652280873573185,CANDIDATE
66.4159789,2053.2,3.44,376.0,4.71,5383.0,1.946275126609142,CONFIRMED
8.0103929,294.1,1.88,940.0,184.38,5616.0,0.6978623377661576,CONFIRMED
5.69590202,4921.1,6.61,1043.0,279.61,6106.0,1.2196237827841616,CANDIDATE
27.6666375,324.0,2.04,622.0,35.27,5616.0,0.6978623377661576,CONFIRMED
5.19559398,116.0,1.18,1085.0,327.78,5616.0,0.6978623377661576,CONFIRMED
57.2488518,1455.6,3.19,431.0,8.17,5642.0,1.502900757008799,CONFIRMED
37.0551726,1028.8,3.19,498.0,14.59,5642.0,1.502900757008799,CONFIRMED
16.33269981,300.4,1.61,591.0,28.76,5208.0,1.730060006479292,CONFIRMED
10.05550267,147.7,0.92,694.0,54.96,5208.0,1.730060006479292,CONFIRMED
9.30413878,637.3,1.67,583.0,27.35,4458.0,2.264029252072285,CONFIRMED
4.33722007,358.5,1.63,996.0,231.86,5390.0,1.313555372568218,CONFIRMED
1.653889476,124.4,0.97,1373.0,838.03,5390.0,1.313555372568218,CONFIRMED
150.8783198,659.9,4.37,423.0,7.56,5504.0,0.2096999066245622,CONFIRMED
3.553831111,191.8,1.62,1292.0,658.37,6015.0,0.7900479662106713,CONFIRMED
1.6783263,146.3,1.57,1659.0,1797.15,6015.0,0.7900479662106713,CONFIRMED
5.65378163,366.8,1.82,1020.0,256.14,5988.0,1.2530982209166848,CONFIRMED
5.99185827,186.3,2.75,1355.0,796.76,6157.0,0.2408734341782923,CONFIRMED
120.0183551,886.0,4.54,473.0,11.84,6469.0,0.4453433576588268,CONFIRMED
14.30517579,863.4,3.05,693.0,54.59,5741.0,1.5491438572244545,CONFIRMED
9.18189122,363.6,2.17,804.0,98.61,5741.0,1.5491438572244545,CONFIRMED
2.64622742,155.5,0.99,1082.0,324.38,5167.0,1.665834423037622,CANDIDATE
2.935362067,1052.6,3.15,1022.0,258.48,4922.0,1.4171883894735144,CONFIRMED
13.53953595,134.2,2.32,1079.0,320.19,6109.0,0.1765432535699365,CONFIRMED
22.7082375,298.8,1.72,677.0,49.67,6170.0,1.0889257006100834,CONFIRMED
7.97033985,490.8,1.81,839.0,116.77,5774.0,1.6570948822493592,CONFIRMED
5.33459393,226.3,0.79,627.0,36.55,4275.0,3.467190278880775,FALSE POSITIVE
8.49640437,834.0,2.14,702.0,57.43,5093.0,1.9837215361808267,CONFIRMED
66.1843646,560.5,2.72,436.0,8.57,5640.0,1.0444267809105794,CONFIRMED
2.032318856,287.5,1.12,1011.0,247.21,4670.0,2.3990070973032984,CONFIRMED
65.18703725,422.8,2.4,879.0,142.59,5780.0,0.7973074850918092,CANDIDATE
3.62275506,180.6,1.62,1304.0,683.84,5794.0,0.5739564919266658,CONFIRMED
2.892216772,360.5,1.31,794.0,93.66,4229.0,2.6869195917816806,CONFIRMED
187.746606,1583.0,2.95,267.0,1.2,5303.0,1.719139548546038,CONFIRMED
2.543063763,152.0,1.26,1319.0,716.3,5579.0,0.8673326277871518,CONFIRMED
3.177414601,1134.3,2.65,997.0,233.26,5303.0,2.211922384505755,CONFIRMED
2.168451063,466.9,2.41,1558.0,1389.18,6153.0,0.7896253180869407,CONFIRMED
37.8154157,286.4,1.21,401.0,6.09,4856.0,2.254549320228409,CONFIRMED
53.5783052,224.9,1.16,357.0,3.82,4856.0,2.254549320228409,CONFIRMED
6.69332825,781.8,2.44,609.0,32.54,4245.0,2.5108825576931464,CANDIDATE
33.1362861,825.2,2.05,357.0,3.86,4245.0,2.5108825576931464,CONFIRMED
7.72513619,382.2,1.71,581.0,26.91,4245.0,2.5108825576931464,CONFIRMED
10.71253475,1198.6,2.02,485.0,13.09,4175.0,3.4847061526816603,CONFIRMED
32.5635249,578.3,2.05,490.0,13.63,5225.0,1.3583874482576457,CONFIRMED
12.19140405,665.8,2.46,763.0,80.01,5516.0,0.9466606877671488,CONFIRMED
6.11784972,60.5,1.05,1211.0,509.24,6226.0,0.4825649582452944,CONFIRMED
3.97599629,206.0,1.11,936.0,181.47,5143.0,1.7052056160290787,CONFIRMED
7.68478504,274.1,1.47,830.0,112.06,5344.0,1.1847600566638568,CONFIRMED
0.990516282,101.6,3.52,2841.0,15469.83,5975.0,0.0864795822203599,FALSE POSITIVE
15.0447098,97.9,1.51,931.0,177.24,5798.0,0.2534837717694433,CONFIRMED
29.0726293,439.6,2.32,614.0,33.69,5799.0,0.8202473185673212,CANDIDATE
1.118547814,234.8,0.98,1174.0,447.97,4496.0,2.544839081786677,CONFIRMED
6.42199919,161.6,1.25,1000.0,236.21,5985.0,1.0910136961082253,CONFIRMED
9.75374033,430.8,1.87,813.0,103.3,5806.0,1.3708194670276206,CONFIRMED
81.3153052,715.5,2.55,393.0,5.64,5325.0,0.9192332979315228,CONFIRMED
51.3283527,692.3,3.06,546.0,21.06,6119.0,0.7329598473983021,CONFIRMED
19.7919389,383.7,2.58,736.0,69.48,6285.0,0.9664572304217856,CONFIRMED
26.8475962,254.1,3.2,800.0,96.89,5508.0,0.1445869815038549,CONFIRMED
62.8917493,791.0,2.5,384.0,5.13,5052.0,1.2879456486936254,CONFIRMED
14.87149773,944.9,1.59,391.0,5.51,3825.0,3.899141538309615,CONFIRMED
2.732767897,613.1,1.42,687.0,52.68,3825.0,3.899141538309615,CONFIRMED
119.8401019,5448.7,26.96,255.0,1.0,4602.0,2.3833765178072444,FALSE POSITIVE
9.61375316,797.9,3.27,931.0,177.26,5997.0,0.7582454624090853,CONFIRMED
6.6254781,122.0,0.9,828.0,111.18,5211.0,1.3873204894102755,CANDIDATE
29.9685917,309.5,1.91,644.0,40.76,6249.0,0.9070717251056748,CONFIRMED
33.2407985,341.9,1.51,486.0,13.17,5382.0,1.6407085737311002,CONFIRMED
2.97600846,103.2,2.27,1892.0,3034.68,6208.0,0.137974286345668,FALSE POSITIVE
15.18727049,292.5,1.94,789.0,91.56,6136.0,0.9418022139001784,CONFIRMED
28.6853212,689.1,2.69,547.0,21.09,5726.0,1.580341309949194,CONFIRMED
0.588001053,297.4,0.99,1188.0,473.45,3814.0,3.110268746658892,CONFIRMED
85.7357202,747.7,2.94,448.0,9.54,6096.0,0.8437105913759413,CONFIRMED
1.078389713,300.5,1.98,1667.0,1817.38,5325.0,0.8967515384795484,CONFIRMED
5.03728033,76.3,1.55,1321.0,720.22,6387.0,0.4958634996617218,CONFIRMED
3.289726319,234.9,1.37,1116.0,367.18,5463.0,1.243413029429211,CONFIRMED
7.18644594,402.0,2.19,860.0,129.48,5463.0,1.243413029429211,CONFIRMED
15.94248453,1093.7,2.62,616.0,34.06,5376.0,1.713118155099858,CONFIRMED
41.0081117,1004.5,2.64,425.0,7.72,5303.0,2.211922384505755,CONFIRMED
11.55562042,441.5,2.11,703.0,57.75,5420.0,1.538774679421942,CONFIRMED
12.2885046,342.1,3.22,913.0,164.61,5109.0,0.1991069246001843,CONFIRMED
17.13263125,850.2,2.31,611.0,32.91,5477.0,1.7500183352377632,CONFIRMED
19.0231361,401.6,2.04,647.0,41.5,5569.0,1.099912778183605,CONFIRMED
4.57948235,207.1,1.35,1040.0,276.82,5569.0,1.099912778183605,CONFIRMED
1.003931703,491.1,1.6,1419.0,962.58,4949.0,1.7573222907034742,CONFIRMED
0.614083885,389.5,2.55,2603.0,10827.22,6521.0,0.642101680318679,FALSE POSITIVE
55.8224775,879.6,2.13,379.0,4.85,5162.0,2.049220130527246,CONFIRMED
1.34145255,30.2,1.31,3015.0,19568.74,7495.0,0.1286415131330983,CANDIDATE
6.11010439,59.7,0.93,1125.0,378.84,6213.0,0.7442177176703143,CONFIRMED
4.286866229,1321.9,4.14,1217.0,517.66,6228.0,0.9590056289463468,CONFIRMED
10.27380957,352.8,1.68,799.0,96.27,5806.0,1.3708194670276206,CONFIRMED
13.39155154,48.9,1.58,1180.0,459.23,6197.0,0.1143707226151673,CONFIRMED
5.62904396,39.5,1.39,1576.0,1459.41,6197.0,0.1143707226151673,CONFIRMED
8.2562857,37.3,1.49,1387.0,874.56,6197.0,0.1143707226151673,CONFIRMED
12.33087921,872.2,2.34,671.0,47.99,5376.0,1.713118155099858,CONFIRMED
4.421566535,684.0,2.19,729.0,66.94,4299.0,2.1056742951919047,CONFIRMED
15.72585941,1313.1,2.69,602.0,31.13,5332.0,1.914636600985608,CONFIRMED
1.252753881,200.0,2.44,2199.0,5545.35,5907.0,0.2350459516096372,CONFIRMED
13.36019864,699.9,1.84,520.0,17.3,4500.0,2.358282918485165,CONFIRMED
76.957056,367.1,2.09,451.0,9.81,5878.0,0.8084304252290587,CONFIRMED
14.97974335,1211.8,3.79,620.0,34.95,5062.0,1.2938038876267552,CANDIDATE
6.7445683,86.6,0.86,983.0,220.68,6106.0,1.2386649645103982,CANDIDATE
33.35859852,1825.9,4.44,459.0,10.46,5009.0,1.4958367540143251,CANDIDATE
8.84784273,460.2,1.15,479.0,12.48,3867.0,3.454290826126528,CONFIRMED
9.98970266,988.4,2.48,705.0,58.26,5265.0,1.7123255450746178,CONFIRMED
5.63252508,634.4,2.04,844.0,119.75,5216.0,1.7240103287921666,CONFIRMED
1.442592305,166.0,2.67,2700.0,12557.23,7216.0,0.1714518883425834,CONFIRMED
14.17222858,246.8,2.39,873.0,137.33,5845.0,0.4398903609154251,CONFIRMED
4.92031063,81.0,1.18,1242.0,562.99,5845.0,0.4398903609154251,CONFIRMED
56.4931698,411.9,4.43,681.0,50.79,6160.0,0.1684804225146572,CONFIRMED
13.82142084,765.2,2.2,560.0,23.15,4983.0,2.591570788786904,CONFIRMED
2.30367952,136.4,1.3,1384.0,866.21,6191.0,1.484824296113519,FALSE POSITIVE
5.78387049,413.3,2.07,1051.0,288.69,6063.0,1.0777341279267978,CONFIRMED
11.08507658,771.8,2.5,665.0,46.17,5080.0,1.5882015650053996,CONFIRMED
0.571038347,242.1,1.65,1897.0,3069.59,5132.0,1.1789969639045303,CONFIRMED
8.77425786,239.6,1.75,771.0,83.63,5146.0,1.12247735609363,CONFIRMED
4.51005082,294.8,1.74,1063.0,301.74,5362.0,0.7942827885175728,CONFIRMED
37.6468519,427.4,5.37,787.0,90.85,5443.0,0.0755959542393794,CONFIRMED
29.4557841,533.8,2.19,598.0,30.3,6036.0,1.1911025124378103,CONFIRMED
12.466004437,2232.1,5.65,897.0,152.76,6038.0,0.5889627071069083,CONFIRMED
2.361724472,587.0,1.53,922.0,170.59,4478.0,2.3088539754646966,CONFIRMED
34.7630543,293.7,1.75,554.0,22.23,5670.0,0.9354133255576615,CONFIRMED
20.0545282,305.4,2.63,755.0,76.97,6056.0,0.6490595066351335,CONFIRMED
3.17059731,325.4,1.69,1080.0,321.28,5431.0,1.577426326190762,CONFIRMED
27.0142622,287.6,2.0,677.0,49.65,5949.0,0.6187501773710343,CONFIRMED
12.50945798,155.3,1.54,875.0,138.54,5949.0,0.6187501773710343,CONFIRMED
26.0203329,1164.4,4.53,675.0,49.09,5624.0,0.4836025029196086,CONFIRMED
0.769854899,109.6,0.93,1650.0,1756.8,5173.0,1.573605917311352,CONFIRMED
6.89226333,214.4,2.13,1156.0,422.14,5862.0,0.3503270315773452,CONFIRMED
8.07127043,318.2,1.53,856.0,126.94,5766.0,1.4081999972425705,CONFIRMED
11.01819178,545.7,2.64,840.0,117.97,6075.0,1.1518341526231846,CONFIRMED
30.9505927,301.4,1.51,428.0,7.91,4983.0,2.591570788786904,CONFIRMED
6.3143447,191.4,1.34,1012.0,247.53,6075.0,1.1518341526231846,CANDIDATE
78.7327023,495.8,7.76,761.0,79.13,6715.0,0.074953033650428,CANDIDATE
3.979867514,907.6,26.5,1173.0,446.89,6032.0,1.1452859654594103,FALSE POSITIVE
42.3375799,354.8,1.45,311.0,2.21,4132.0,3.023613642424422,CANDIDATE
23.3593589,570.1,2.98,684.0,51.68,6244.0,1.0406488448857694,CONFIRMED
9.69310837,1130.7,2.12,609.0,32.4,4818.0,2.571717533460036,CONFIRMED
24.2598301,1540.3,25.42,547.0,21.13,5485.0,1.708008638766476,FALSE POSITIVE
116.5214317,771.5,44.41,457.0,10.33,6056.0,0.3901481149297363,FALSE POSITIVE
0.813166357,173.5,1.14,1693.0,1945.44,5237.0,1.2996799750853498,CONFIRMED
10.86062378,189.6,2.09,1108.0,356.24,6455.0,0.3246644698138289,CONFIRMED
24.08632177,1041.7,2.78,500.0,14.78,4973.0,1.6358163621690538,CONFIRMED
1.834277283,286.5,1.64,1459.0,1068.36,5751.0,1.0941542328359664,CANDIDATE
17.40208965,616.5,16.37,422.0,7.49,4098.0,2.725611233903337,FALSE POSITIVE
37.9456138,1032.9,2.79,515.0,16.61,5861.0,1.4786439660568549,CONFIRMED
1.141877248,309490.0,88.62,2184.0,5358.79,6158.0,0.3784996523146722,FALSE POSITIVE
5.77675928,3522.5,32.77,954.0,195.79,5544.0,1.1359533527696792,FALSE POSITIVE
24.1738244,532.6,2.21,595.0,29.69,5468.0,1.0065716760529275,CONFIRMED
5.186737262,712.7,2.4,860.0,129.37,5230.0,1.8610206293753049,CONFIRMED
1.151244686,269.6,40.32,1756.0,2253.09,6086.0,1.2838729312379762,CANDIDATE
1.217000383,459.8,1.58,1314.0,707.61,4859.0,1.692031412411027,CONFIRMED
13.6823798,179.6,1.43,802.0,97.74,6102.0,1.0175496519972782,CONFIRMED
2.42088277,223.3,2.27,1616.0,1615.12,5583.0,0.2839531301435093,CANDIDATE
8.79618433,286.3,1.77,938.0,183.26,6142.0,0.9987370860323904,CONFIRMED
16.85592593,871.5,1.7,408.0,6.52,3967.0,2.9318408361653576,CONFIRMED
14.36270451,349.4,2.31,918.0,167.88,6643.0,0.6868568483812327,CONFIRMED
69.8956789,548.4,3.04,442.0,8.99,5390.0,0.663657854503225,CONFIRMED
6.24667547,396.8,14.93,1902.0,3095.83,4604.0,0.0050590233542262,CONFIRMED
2.344512589,58.9,0.97,1471.0,1106.25,5821.0,0.6859363216372318,CONFIRMED
5.766165573,364.8,2.27,1159.0,426.48,6038.0,0.5889627071069083,CONFIRMED
18.3027235,186.7,2.72,902.0,156.71,5528.0,0.1546784759547579,CONFIRMED
2.888904439,402.2,1.68,976.0,215.06,4895.0,1.8685156033368613,CONFIRMED
17.14648756,440.3,3.64,811.0,102.24,5559.0,0.3459830849480746,CONFIRMED
16.09227518,128.5,0.98,503.0,15.15,4657.0,2.4870080428776142,CONFIRMED
38.103908,961.1,4.08,456.0,10.22,5250.0,1.5731572299673813,CANDIDATE
62.7843981,325.0,2.28,530.0,18.7,6053.0,0.5488968074002087,CONFIRMED
91.500873,704.8,1.82,310.0,2.18,5051.0,2.233615644921451,CONFIRMED
44.2993483,797.9,2.68,463.0,10.85,5316.0,1.146123015354361,CONFIRMED
3.13877646,174.1,0.97,1022.0,257.32,5242.0,1.8173748303278667,CONFIRMED
5.24242029,334.9,3.86,1367.0,825.0,5383.0,0.1328768821424626,CANDIDATE
35.9682692,269.7,2.95,674.0,48.68,5883.0,0.3371045316131593,CONFIRMED
25.3690868,110.1,1.67,755.0,76.9,6126.0,0.4360604089825831,CONFIRMED
6.89213244,82.0,1.35,1177.0,454.45,6164.0,0.4253398658022163,CONFIRMED
42.3006282,507.9,2.54,558.0,22.94,5852.0,0.7282482620617547,CONFIRMED
0.838597429,2482.1,44.67,2278.0,6353.25,6366.0,0.6657020056753018,FALSE POSITIVE
55.1866213,375.5,2.47,568.0,24.56,6178.0,0.5334575837498551,CONFIRMED
1.728528176,197.6,5.07,2720.0,12977.86,6153.0,0.0439650375239146,FALSE POSITIVE
