pl_name,pl_letter,pl_orbper,pl_trandep,pl_rade,pl_eqt,pl_trandur,st_rad,st_mass,st_teff,st_logg,ra,dec,stellar_density
EPIC 201497682.01,,13.8394,0.0487,1.29,809.0,2.52,0.554,0.88,5293.0,4.4905,168.9366786,0.4880606,5.1755126921685495
K2-233 b,b,2.46746,0.1357,1.398,1040.0,1.969,0.745,0.8,4950.0,4.71,230.4799011,-20.2317975,1.9347335766059273
K2-233 c,c,7.06142,0.1357,1.335,728.0,2.65,0.745,0.8,4950.0,4.71,230.4799011,-20.2317975,1.9347335766059273
EPIC 206024342 c,c,0.911618,0.0179,1.16,809.0,1.416,0.823,0.88,5293.0,4.4905,331.2771441,-14.1218019,1.5786402313122694
K2-349 b,b,9.029,0.0682,2.6,809.0,3.00888,0.786068,0.9,5274.0,4.60139,199.0996546,-14.4447454,1.852943421249445
WASP-118 b,b,4.04605063,0.1357,2.6,809.0,2.7888,1.696,1.32,6410.0,4.1,19.5505861,2.7027847,0.2705804330084567
K2-368 b,b,5.02629,0.0485,1.322,809.0,2.28,0.577,0.88,5293.0,4.4905,332.6357627,-11.1661157,4.580946636276737
K2-75 c,c,18.283257,0.044,2.31,809.0,6.03,1.01,0.88,5800.0,4.4905,338.844896,-7.469895,0.854119330176327
K2-188 c,c,7.80905,0.052,2.79,809.0,3.696,1.181,0.88,5293.0,4.4905,129.8137008,23.3574367,0.5342357900083775
K2-97 b,b,8.4061,0.1357,14.68379,809.0,2.7888,4.2,1.16,4790.0,3.5776933,127.762837,10.8475571,0.015657056473383002
K2-233 d,d,24.3645,0.1357,2.358,523.0,3.838,0.71,0.79,5033.0,4.64,230.4799011,-20.2317975,2.2072526410196955
K2-174 b,b,19.5661401,0.135,2.6,809.0,6.227,0.758892,0.66,4246.81,4.49725,60.7929729,16.347166,1.5100941028327441
K2-219 c,c,6.66767,0.1357,1.43839723,809.0,2.7888,1.189232,1.021545,5753.0,4.23,12.8452963,8.8675474,0.6073761610267198
K2-274 b,b,14.133427,0.1357,2.32120418,809.0,2.7888,0.747608,0.88,5098.0,4.7,129.2823699,20.3992512,2.106012051458478
K2-360 c,c,9.79692,0.1357,2.6,912.0,2.7888,0.98,0.958,5679.0,4.435,183.7203635,1.9681688,1.017858205339612
EPIC 201238110 b,b,28.1656,0.1357,1.87,809.0,2.7888,0.8640925,0.41,5293.0,4.4905,179.7058532,-3.3894613,0.6354818479892139
K2-197 b,b,8.357441,0.1357,2.5,809.0,3.4704,0.96,0.88,5293.0,4.4905,202.3934779,-7.3739779,0.9946469907407409
K2-126 b,b,7.38795716,0.077,2.6,809.0,2.751,0.668695,0.666,4259.0,4.61109,203.5467021,-13.5769705,2.227357873616771
K2-155 c,c,13.85,0.103,2.6,583.0,3.528,0.58,0.65,4258.0,4.6,65.469614,21.3532633,3.331419902415024
K2-119 b,b,7.727283,0.1357,2.53,666.0,2.7888,0.71,0.76,4740.0,4.62,132.0098683,16.9017663,2.123432920474644
K2-155 b,b,6.342,0.068,1.8,708.0,2.4096,0.58,0.65,4258.0,4.6,65.469614,21.3532633,3.331419902415024
K2-102 b,b,9.9147,0.02,2.6,809.0,2.7888,0.768432,0.736,4638.0,4.53373,130.0558953,19.7787519,1.6220397329798064
K2-187 e,e,13.606629,0.1357,1.9,809.0,2.7888,0.83,0.88,5438.0,4.6,132.5235618,23.1924709,1.539034640521733
K2-406 b,b,22.549406,0.1357,4.602,809.0,2.7888,0.961,0.798,5784.0,4.374,230.8872242,-25.3706149,0.8991512002528812
K2-381 c,c,16.0343,0.0947,2.05,809.0,3.144,0.616,0.88,5293.0,4.4905,288.0267612,-21.0075789,3.764788087608125
K2-49 b,b,2.770522,0.209,3.19,809.0,2.3472,0.696,0.88,5293.0,4.4905,177.3202331,3.4755183,2.610086818131429
K2-148 c,c,6.92251,0.0537,0.9,809.0,2.0304,0.371,0.88,5293.0,4.4905,14.5176494,-0.193258,17.233002194015757
K2-25 b,b,3.484552,0.1357,3.43,809.0,0.79,0.295,0.294,3180.0,4.4905,63.2739346,15.2477027,11.45199850033353
K2-14 b,b,8.36802,0.943,4.81,488.0,2.7888,0.45,0.47,3789.0,4.4905,178.0568745,2.5941222,5.157750342935527
K2-156 b,b,0.813143,0.1357,1.1,809.0,2.7888,0.62,0.88,4460.0,4.7,182.699673,-6.2943552,3.692390319223927
K2-271 b,b,8.562421,0.1357,7.28,893.0,2.7888,0.99,0.83,5644.0,4.37,125.2239144,16.0907958,0.8554064262665425
K2-115 b,b,20.273034,0.1357,12.498035,682.0,4.0296,0.881,0.831,5560.0,4.461,126.5535002,12.281851,1.2152714591563034
K2-282 b,b,4.169836,0.1357,2.82,1057.0,2.7888,0.94,0.95,5523.0,4.47,13.4321524,7.9952914,1.143773537655433
K2-113 b,b,5.817649,0.8378,12.55,809.0,3.0744,1.288,0.88,5293.0,4.4905,19.4493823,6.8688469,0.4118462188383672
K2-166 b,b,8.52695,0.016,2.19,1140.0,3.7,1.61,1.16,5960.0,4.09,185.1880932,2.2823788,0.27795875715054885
K2-239 c,c,7.775,0.058,1.0,427.0,1.248,0.36,0.4,3420.0,4.9,160.5941265,4.4413751,8.573388203017833
EPIC 201615463 c,c,3.80464,0.1357,1.22,809.0,2.7888,0.8640925,1.073,5293.0,4.4905,185.1880932,2.2823788,1.6631024948595767
K2-146 c,c,3.9663,0.1357,2.59,809.0,2.7888,0.35,0.358,3385.0,4.906,130.0266951,19.0923416,8.349854227405249
K2-338 b,b,3.85064,0.0391,1.073,809.0,1.6008,0.51,0.88,5293.0,4.4905,124.3609294,17.0241557,6.633949235211192
K2-347 b,b,7.187,0.1195,2.6,809.0,2.39112,0.617099,0.687,4391.0,4.69431,126.3726821,23.2974061,2.923426700075412
K2-16 c,c,19.077,0.1357,2.19,809.0,3.01,0.67,0.69,4800.0,4.629,175.0972238,4.5574311,2.294165173242719
K2-115 b,b,20.2729861,0.1357,2.6,809.0,2.7888,0.881,0.831,5560.0,4.461,126.5535002,12.281851,1.2152714591563034
K2-272 b,b,14.453533,0.1357,2.91,655.0,2.7888,0.81,0.81,5419.0,4.53,132.6211743,17.5423852,1.5241579027587258
K2-268 d,d,4.528598,0.1357,1.49,888.0,2.57,0.78,0.84,5106.0,4.58,133.7094899,11.8482712,1.770090527486977
K2-107 b,b,3.31392,0.1357,16.14096,1780.0,3.19,1.78,1.3,6030.0,4.07,284.985355,-22.2934206,0.23050658965145984
K2-138 c,c,3.56015,0.1357,2.26,1012.0,2.339,0.839,0.916,5283.0,4.538,348.9490311,-10.8497391,1.5509921194547585
K2-95 b,b,10.13389,0.1357,3.47,809.0,2.84,0.402,0.361,3471.0,4.4905,129.3625717,18.9766197,5.556854720481894
K2-346 b,b,26.197022,0.1357,2.36213049,809.0,2.7888,0.692258,0.88,4789.0,4.71,125.9864854,22.663226,2.652642491941126
K2-170 c,c,12.400731,0.032,1.92,809.0,4.05,0.98,0.88,5749.0,4.4905,335.4506923,-14.5933554,0.9349845727545496
K2-181 b,b,6.89424037,0.046,2.6,809.0,2.224,1.05734,0.983,5573.0,4.38219,127.5541103,10.9101444,0.8315905226404029
K2-233 b,b,2.467583,0.1357,1.315,1127.0,1.882,0.71,0.79,4796.0,4.53,230.4799011,-20.2317975,2.2072526410196955
K2-233 c,c,7.06024,0.1357,1.272,794.0,2.687,0.71,0.79,4796.0,4.53,230.4799011,-20.2317975,2.2072526410196955
K2-233 d,d,24.3681,0.1357,2.363,525.0,3.791,0.71,0.79,4796.0,4.53,230.4799011,-20.2317975,2.2072526410196955
K2-398 b,b,6.393025,0.1357,2.274,809.0,3.7,1.239,0.945,5946.0,4.227,161.7349738,1.9367044,0.49684152871778803
K2-90 c,c,2.90022,0.0389,1.36,809.0,1.3032,0.646,0.88,5293.0,4.4905,59.1527391,22.4724517,3.264262818025627
EPIC 201833600 c,c,3.96151,0.1357,1.0,809.0,2.7888,0.8640925,0.611,5293.0,4.4905,169.483654,5.988289,0.947022949076609
K2-224 b,b,4.47904,0.0327,1.56,1002.0,2.4,0.84,0.91,5620.0,4.55,189.7041426,-10.0605942,1.5353363567649285
K2-139 b,b,28.382206,0.1357,9.5,809.0,4.9392,0.93,0.88,5293.0,4.4905,289.066707,-17.9107147,1.0940415760663484
K2-347 b,b,7.18662,0.1829,2.58,809.0,2.808,0.584,0.88,5293.0,4.4905,126.3726821,23.2974061,4.418187379985966
K2-332 b,b,17.703,0.6508,2.6,809.0,1.872,0.289676,0.264883,3266.0,4.9373,135.8832666,14.2504994,10.897240651595105
K2-6 b,b,30.94191,0.068,2.5,615.0,2.7888,0.96,0.97,5850.0,4.4905,178.1921152,-1.1984418,1.0963722511574077
K2-348 b,b,4.688625,0.1777,3.8,809.0,2.3136,0.828,0.88,5220.0,4.545,130.8783479,24.4229559,1.5502140253669132
K2-114 b,b,11.3909311,0.015000999999999999,10.44677001,701.0,3.97,0.824,0.86,4920.0,4.542,127.882912,11.922255,1.5371520059447605
K2-272 b,b,14.45182127,0.118,2.6,809.0,3.22,0.817851,0.93,5363.56,4.5812,132.6211743,17.5423852,1.7000448598242262
K2-28 b,b,2.260438,0.1357,2.45,590.0,2.7888,0.28,0.201,3290.0,4.93,335.6233145,-7.9563525,9.156341107871718
K2-156 b,b,0.813149,0.1357,1.14414279,809.0,2.7888,0.615543,0.642263,4460.0,4.68,182.699673,-6.2943552,2.75383371719608
K2-136 c,c,17.3077,0.1357,3.03,809.0,3.59,0.71,0.71,4364.0,4.63,67.4128615,22.8825674,1.9837333862328905
K2-171 b,b,5.628466,0.1357,2.68657205,809.0,2.7888,1.717458,0.891587,5250.0,3.95,332.3407712,-13.4288624,0.17599703510032358
K2-387 b,b,28.7342,1.398,8.22,809.0,3.288,0.664,0.88,5293.0,4.4905,19.4418282,11.3684915,3.0059270322690086
K2-44 b,b,5.65688,0.1357,2.72,809.0,4.36,1.58,1.15,5912.0,4.101,174.011661,-2.5209338,0.29155908558957805
K2-395 b,b,4.803352,0.1357,2.597,809.0,2.5,0.783,0.952,5007.0,4.628,70.4438684,16.6743415,1.9831321817572223
EPIC 211315836.01,,1.38521606684,0.19133335,6.52719853,1827.949999999999,0.7629247,1.451,0.88,6294.0,4.20464,126.3882156,10.1705808,0.28805832752711125
K2-122 b,b,2.2193023,0.1357,1.16,769.0,2.7888,0.59,0.63,4009.0,4.69,126.4762179,20.3593384,3.067499598303624
EPIC 211914998.02,,24.6237203,0.1357,2.33,585.0,2.7888,0.91,0.93,5650.0,4.49,133.8081054,18.9497263,1.2341239246202413
EPIC 212624936 c,c,11.811437,0.1357,2.3,809.0,2.7888,0.93,0.88,5765.0,4.4,210.6376171,-10.0236852,1.0940415760663484
K2-183 c,c,10.793471,0.1357,2.51134498,809.0,2.7888,0.873283,0.942219,5482.0,4.6,125.007177,14.0194586,1.4147732502508863
K2-401 b,b,6.293099,0.1357,2.262,809.0,1.9,0.675,0.87,4213.0,4.719,154.987604,3.9548275,2.8288370675201944
K2-115 b,b,20.27362337,1.666,2.6,809.0,3.671,0.85554,1.026,5742.0,4.58473,126.5535002,12.281851,1.638424383285544
K2-350 c,c,19.991944,0.1357,2.74,687.0,4.94,1.04,0.98,5789.0,4.39,204.0355092,-14.0092516,0.8712164314974965
K2-250 b,b,4.01392,0.097,2.71257333,1003.0,2.3664,0.797,0.809,5003.0,4.544,185.0315429,-8.9757427,1.5979881609541002
K2-376 b,b,5.776475,0.1357,1.736,809.0,2.1,1.149,0.908,5937.0,4.275,132.7193327,25.0380824,0.5985849074387556
K2-183 d,d,22.634594,0.1357,17.4,809.0,4.14,0.92,0.88,5293.0,4.4905,125.007177,14.0194586,1.1301060244924797
K2-16 b,b,7.62067,0.1357,2.13,710.0,2.7888,0.64,0.67,4761.0,4.4905,175.0972238,4.5574311,2.5558471679687496
K2-141 b,b,0.3674722674,0.1357,1.493,809.0,2.7888,0.6862,0.706,4599.0,4.62,350.9170464,-1.1891827,2.1850056277739056
K2-195 b,b,15.85388,0.1118,3.29,809.0,4.8,0.948,0.88,5293.0,4.4905,199.8315191,-8.5095364,1.0328985318793429
K2-273 b,b,11.72,0.1051,2.6,809.0,4.40592,0.86968,0.843,5051.83,4.48518,129.7768928,19.0100046,1.281590048346632
K2-104 b,b,1.9741,0.1,2.6,809.0,2.7888,0.502513,0.500534,3578.0,4.73521,129.6366594,19.7737202,3.9444974447187127
K2-223 b,b,0.50565,0.015000999999999999,0.89,1827.949999999999,0.9,0.99,1.06,5835.0,4.48,185.306183,-10.2820915,1.0924467612560664
K2-140 b,b,6.569213,0.1357,13.04635343,809.0,2.7888,1.047599,1.017113,5637.0,4.33,188.1373172,-9.6076115,0.8846754580842731
WASP-75 b,b,2.484193,0.1357,14.23543,809.0,2.7888,1.26,1.14,6100.0,4.4905,342.3858995,-10.6754686,0.5698928601422931
K2-34 b,b,2.995653,0.8175,13.8,809.0,1.9512,1.398,0.88,6380.0,4.239,127.5787231,22.2359194,0.3220780720818866
K2-270 b,b,1.543069,0.1357,1.38,1203.0,2.7888,0.77,0.85,4877.0,4.59,131.2665588,13.5497322,1.8618588360534725
K2-260 b,b,2.62669762,0.925,18.41635529,1827.949999999999,4.19904,1.755,1.6,6860.0,4.161,76.8673317,16.8676948,0.29599789341999233
K2-126 b,b,7.385655,0.1357,1.97,601.0,2.7888,0.65,0.69,4339.0,4.66,203.5467021,-13.5769705,2.5125170687300864
WASP-85 A b,b,2.6556777,1.87,13.89916,1452.0,2.59584,0.935,1.09,6112.0,4.4905,175.9080328,6.5637842,1.3334958403952284
EPIC 201841433 b,b,4.16959,0.1357,1.1,809.0,2.7888,0.8640925,0.802,5293.0,4.4905,175.206752,6.1348146,1.2430644928959746
WASP-157 b,b,3.9516205,0.891,11.937585,1339.0,1.9464,1.134,1.26,5838.0,4.5,201.6551525,-8.3176353,0.8640350922668516
K2-60 b,b,3.00234671,0.44,2.6,809.0,3.271,1.45479,1.0,5630.0,4.11247,338.6062312,-13.7318044,0.3247873297226964
K2-5 b,b,5.73649,0.1496,4.2,809.0,3.288,0.532,0.88,5293.0,4.4905,169.3034598,-1.8778254,5.844505548454776
G 9-40 b,b,5.7459996,0.1357,2.6,809.0,2.7888,0.3073,0.29,3348.0,4.926,134.7188514,21.0747961,9.993332029494571
K2-138 e,e,8.26147,0.1357,3.11,757.0,2.967,0.839,0.916,5283.0,4.538,348.9490311,-10.8497391,1.5509921194547585
K2-58 c,c,2.53712,0.0375,1.71,809.0,2.16,0.837,0.88,5293.0,4.4905,333.8218395,-14.049857,1.5007429026973234
K2-367 b,b,20.645099,0.1357,2.413,809.0,2.7888,0.625,0.756,4348.0,4.726,337.8588454,-13.2644554,3.096576
K2-62 b,b,6.67010938,0.074,2.6,809.0,1.597,0.695645,0.718,4555.0,4.60942,334.3645089,-12.1874776,2.132855535318904
K2-61 b,b,2.57333,0.0364,2.03,809.0,2.808,1.046,0.88,5293.0,4.4905,339.6748444,-13.5600447,0.7689314398149637
K2-62 b,b,6.67196,0.0788,1.697,809.0,1.56,0.577,0.88,5293.0,4.4905,334.3645089,-12.1874776,4.580946636276737
K2-224 c,c,10.09489,0.05928,2.41,764.0,3.6,0.84,0.91,5620.0,4.55,189.7041426,-10.0605942,1.5353363567649285
K2-146 b,b,2.644845,0.1357,10.7,809.0,1.5312,0.5,0.88,5293.0,4.4905,130.0266951,19.0923416,7.04
K2-409 b,b,1.908084,0.1357,2.482,809.0,2.7888,1.228,0.886,5742.0,4.204,228.4551125,-16.3512966,0.4784522722625074
K2-61 b,b,2.57275378,0.022,2.6,809.0,2.144,1.00125,1.02,5718.0,4.44558,339.6748444,-13.5600447,1.0161845426154135
K2-84 b,b,6.4215,0.1357,2.41,809.0,2.81,0.93,0.95,5652.0,4.481,55.8093566,16.6344396,1.1810676105261717
EPIC 212624936 b,b,0.578657,0.1357,1.2,809.0,2.7888,0.93,0.88,5765.0,4.4,210.6376171,-10.0236852,1.0940415760663484
K2-95 b,b,10.1346454,0.1357,3.31,474.0,2.7888,0.4,0.41,3566.0,4.85,129.3625717,18.9766197,6.406249999999998
K2-59 b,b,20.6921,0.1357,2.41,809.0,2.76,0.731,0.774,5055.0,4.592,338.94255,-14.027727,1.9814760609620925
K2-123 b,b,30.9542,0.1357,2.66,809.0,2.7888,0.592,0.615,3880.0,4.686,134.4441404,21.4532748,2.964217013306221
K2-136 c,c,17.30681,0.1357,3.14,809.0,2.7888,0.723,0.686,4359.0,4.537,67.4128615,22.8825674,1.815136223578976
K2-131 b,b,0.3693038,0.1357,1.81,809.0,2.7888,0.81,0.84,5200.0,4.62,182.751404,-9.7652392,1.5806081954534932
K2-173 b,b,5.868699,0.1357,1.60826194,809.0,2.7888,0.843154,0.881538,5580.0,4.52,60.3752402,15.6251296,1.4706872382460896
EPIC 210754505.01,,0.87052967,0.182,2.6,809.0,1.502,1.47366,1.16,6121.0,4.16573,64.6449782,19.1790392,0.36246502148840587
K2-183 d,d,22.6302,0.0947,5.2,809.0,4.92,0.984,0.88,5293.0,4.4905,125.007177,14.0194586,0.9236286096749526
K2-212 b,b,9.79565352601,0.16337954,2.82375991,552.14,2.7073092,0.706632,0.88,4147.0,4.55,18.4241015,3.0970732,2.494036299451776
K2-95 b,b,10.13446,0.705,1.92,809.0,2.856,0.226,0.88,5293.0,4.4905,129.3625717,18.9766197,76.2355178505465
EPIC 212499991.01,,15.3866,0.0796,2.41,809.0,2.4,0.758,0.88,5293.0,4.4905,202.488752,-12.7347749,2.0205753720627793
K2-187 d,d,7.15,0.1068,2.6,809.0,2.80296,0.92027,0.93,5374.67,4.47872,132.5235618,23.1924709,1.1932656930885694
K2-175 b,b,9.525988,0.1357,2.03803688,809.0,2.7888,1.420038,1.094693,5909.0,4.11,52.5035514,17.5841081,0.38228956392064134
K2-187 c,c,2.872042,0.1357,1.8,1173.0,2.7888,0.92,0.98,5484.0,4.5,132.5235618,23.1924709,1.2585271636393522
K2-45 b,b,1.7292684,0.1357,6.71,809.0,1.689,0.445,0.503,4103.0,4.824,169.6327547,-1.7740582,5.708052410815227
K2-133 d,d,11.02454,0.1357,2.003,809.0,2.7888,0.455,0.461,3655.0,4.4905,70.1493775,25.0098135,4.894031219354248
K2-289 b,b,13.15727,0.7619,10.83,809.0,3.8736,1.24,0.88,5293.0,4.4905,246.6429443,-15.7925384,0.46154878990299086
K2-212 b,b,9.79551,0.1357,2.52,542.0,2.7888,0.65,0.67,4272.0,4.64,18.4241015,3.0970732,2.4396904870277654
K2-146 b,b,2.645,0.2365,2.6,809.0,1.404,0.325729,0.306161,3359.0,4.8983,130.0266951,19.0923416,8.85891612319306
EPIC 201497682 b,b,2.13174,0.1357,0.77002,809.0,2.7888,0.8640925,0.78,5293.0,4.4905,168.9366786,0.4880606,1.2089654669063095
K2-212 b,b,9.79546,0.1603,2.57,809.0,2.6208,0.648,0.88,5293.0,4.4905,18.4241015,3.0970732,3.234131352304395
K2-117 b,b,1.291505,0.1357,1.96,809.0,2.7888,0.491598,0.582006,3842.12,4.4905,133.8557342,10.4692176,4.898883817959698
K2-181 b,b,6.89442,0.0828,3.17,809.0,2.6712,1.071,0.88,5293.0,4.4905,127.5541103,10.9101444,0.71633184701557
K2-219 d,d,11.137278,0.1357,2.57634456,809.0,2.7888,1.189232,1.021545,5753.0,4.23,12.8452963,8.8675474,0.6073761610267198
K2-46 b,b,19.153765,0.034,2.65,809.0,6.79,1.32,0.88,6234.0,4.4905,174.2662454,-0.90721,0.3826140189776553
K2-397 b,b,3.572326,0.1357,2.417,809.0,1.3,0.966,0.937,5387.0,4.435,79.9516586,21.2591617,1.0394610290950845
K2-219 c,c,6.6674,0.015000999999999999,1.66,809.0,4.824,1.321,0.88,5293.0,4.4905,12.8452963,8.8675474,0.3817457575415108
K2-187 b,b,0.773987,0.0237,1.5,809.0,1.5792,0.919,0.88,5293.0,4.4905,132.5235618,23.1924709,1.1337991785184314
K2-383 b,b,1.866025,0.0383,1.75,809.0,1.9632,0.878,0.88,5293.0,4.4905,282.008765,-18.3795798,1.3001669568028629
K2-397 b,b,3.572326,0.1357,2.417,809.0,2.7888,0.966,0.937,5387.0,4.435,79.9516586,21.2591617,1.0394610290950845
K2-114 b,b,11.39096852897,1.63377658,11.19847412,667.45,3.8062467,0.875936,0.88,5027.0,4.51935,127.882912,11.922255,1.3093795233590717
G 9-40 b,b,5.7459945,0.365,2.06081,393.0,1.185,0.32,0.88,3413.0,4.91,134.7188514,21.0747961,26.855468749999996
K2-232 b,b,11.1684037,0.966,12.77,1171.0,5.354,1.22,0.88,5981.0,4.31,73.7667927,18.654323,0.48462206087734216
K2-5 b,b,5.73491,0.1357,1.92,634.0,2.7888,0.52,0.53,4102.0,4.4905,169.3034598,-1.8778254,3.769344560764679
EPIC 212424622.01,,12.012,0.0315,2.6,809.0,5.16192,1.21834,1.08,5915.0,4.29996,202.3313765,-14.3594358,0.5971978650308807
K2-6 b,b,30.944648,0.0845,3.06,809.0,5.27,0.96,0.88,5710.0,4.4905,178.1921152,-1.1984418,0.9946469907407409
K2-139 b,b,28.38236,0.1357,9.056872,565.0,4.89,0.862,0.919,5340.0,4.5,289.066707,-17.9107147,1.434807750312501
K2-124 b,b,6.413539,0.1357,2.64,809.0,2.7888,0.344292,0.436372,3560.7,4.4905,133.6410515,23.1329509,10.692421772390125
K2-107 b,b,3.313959,0.1357,15.98,1649.0,2.7888,1.81,1.3,6061.0,4.04,284.985355,-22.2934206,0.21923385861203717
Qatar-2 b,b,1.337116562,0.1357,2.6,809.0,2.7888,0.713,0.74,4645.0,4.601,207.6554928,-6.8040714,2.041564616829207
K2-167 b,b,9.97857,0.0201,2.2642141,1131.0,3.631,1.46,1.337,6141.0,4.236,336.5761233,-18.011665,0.429608474693908
EPIC 206317286 c,c,17.515472,0.1357,2.094,809.0,2.7888,0.758,0.832,4752.0,4.596,337.6178427,-7.972456,1.9103621699502638
HD 89345 b,b,11.8144024,0.1357,2.6,809.0,5.65,1.657,0.88,5499.0,4.4905,154.6710977,10.1288464,0.19342613186905275
K2-182 b,b,4.7369729,0.1357,2.7,982.0,2.7888,0.8,0.84,5181.0,4.56,130.180046,10.9829509,1.6406249999999996
K2-117 b,b,1.291626,0.146,2.6,809.0,1.381,0.514745,0.512437,3689.0,4.72452,133.8557342,10.4692176,3.75719788932005
K2-35 b,b,2.399964,0.1357,1.32,809.0,2.7888,0.619575,0.701968,4402.71,4.4905,170.1031027,1.2858679,2.9514515481512613
K2-30 b,b,4.098492,0.1357,12.65164357,809.0,2.7888,0.909346,0.969658,5574.0,4.53,52.3420548,22.2993491,1.289528967887891
K2-118 b,b,50.92092,0.1357,2.54,809.0,2.7888,0.734626,0.756446,4726.29,4.4905,132.1268608,15.6558964,1.9080029683646085
K2-189 c,c,6.67773603,0.066,2.6,809.0,2.986,0.866405,0.956,5468.0,4.54308,203.6214411,-15.0365158,1.4699245471235305
K2-155 c,c,13.85327454047,0.10681331,2.2098839,450.75,3.1969542,0.655766,0.88,3893.47,4.58272,65.469614,21.3532633,3.1205847728700413
K2-174 b,b,19.56236,0.15,2.78,809.0,6.216,0.669,0.88,5293.0,4.4905,60.7929729,16.347166,2.9390320282651783
WASP-157 b,b,3.9516283,0.7628,11.81,809.0,1.9392,1.13,0.88,5293.0,4.4905,201.6551525,-8.3176353,0.6098841428043722
K2-151 b,b,3.835592,0.1357,1.35,809.0,2.7888,0.429,0.44,3585.0,4.82,19.3047733,9.5012663,5.57289422270595
Qatar-2 b,b,1.337,3.1165,2.6,809.0,1.50696,0.763091,0.699,4459.0,4.51739,207.6554928,-6.8040714,1.5730704805334315
K2-43 b,b,3.471149,0.1357,4.51,939.3,2.7888,0.542,0.571,3840.6,4.4905,169.117028,-3.9754405,3.58623090322623
K2-276 b,b,18.7132,0.1816,3.63,809.0,6.888,0.816,0.88,5293.0,4.4905,125.9528309,22.6339399,1.6196165125027329
K2-382 b,b,21.700156,0.1357,2.072,809.0,2.7888,0.811,0.922,5452.0,4.585,287.4125267,-19.6269336,1.7284959186621263
K2-65 b,b,12.65309622,0.041,2.6,809.0,3.477,0.8640925,0.88,5293.0,4.4905,333.2125206,-10.9261373,1.3639610395866055
EPIC 201841433 b,b,4.16888,0.0447,1.41,809.0,2.4,0.628,0.88,5293.0,4.4905,175.206752,6.1348146,3.5530698135581527
K2-258 b,b,19.0921,0.049,3.0,831.0,6.0,1.31,1.21,6351.0,4.29,187.6314027,-1.1609171,0.5382344397980331
K2-271 b,b,8.56394776,0.524,2.6,809.0,3.51,1.02304,0.98,5545.28,4.4095,125.2239144,16.0907958,0.9152679015463886
K2-290 c,c,48.36685,0.1357,11.276254,676.0,8.14,1.511,1.194,6302.0,4.23,234.8578846,-20.1988975,0.34610743895933477
K2-358 b,b,11.2510285,0.1357,2.68,888.0,2.7888,0.91,0.93,5650.0,4.49,133.8081054,18.9497263,1.2341239246202413
HIP 116454 b,b,9.1205,0.0967,2.53,690.0,2.7888,0.716,0.775,5089.0,4.59,353.4175668,0.4447043,2.111361682369604
K2-326 b,b,1.256,0.0921,2.28,1114.0,2.7888,0.688,0.507,3924.0,4.462,351.612262,1.3375909,1.5568352079062224
K2-368 d,d,20.2009,0.0982,1.89,809.0,3.576,0.577,0.88,5293.0,4.4905,332.6357627,-11.1661157,4.580946636276737
K2-378 b,b,2.06,0.1344,2.6,809.0,1.37808,0.736421,0.79,4854.0,4.60144,205.1596569,-11.1172332,1.978101616499424
K2-187 e,e,13.608341,0.1357,2.25541631,809.0,2.7888,0.894913,0.966999,5477.0,4.62,132.5235618,23.1924709,1.3492224974868001
WASP-55 b,b,4.46563,1.6,14.90797,809.0,2.7888,1.09,1.11,5900.0,4.3,203.7581951,-17.5034961,0.8571236628677813
K2-268 f,f,26.27057,0.1357,2.23,492.0,4.62,0.78,0.84,5106.0,4.58,133.7094899,11.8482712,1.770090527486977
K2-114 b,b,11.390931,1.361,10.59248676,701.4,3.9696,0.832,0.863,4899.0,4.534,127.882912,11.922255,1.4984450342441398
WASP-55 b,b,4.4656243,1.8355,14.73,809.0,3.53328,1.072,0.88,5293.0,4.4905,203.7581951,-17.5034961,0.7143290564331383
K2-30 b,b,4.098503,1.603,11.646151,1092.0,2.3208,0.844,0.9,5425.0,4.54,52.3420548,22.2993491,1.4969771440731257
K2-316 b,b,1.133,0.0957,1.33,841.0,2.7888,0.379,0.408,3436.0,4.891,233.6247336,-23.2594663,7.494497743651035
K2-156 b,b,0.81314,0.029,1.15,1347.0,1.3,0.66,0.66,4597.0,4.62,182.699673,-6.2943552,2.295684113865932
K2-274 b,b,14.130184,0.1357,2.2,809.0,3.2304,0.74,0.88,5293.0,4.4905,129.2823699,20.3992512,2.1716384024638224
K2-202 b,b,3.405087,0.0579,2.31,809.0,2.0328,0.923,0.88,5293.0,4.4905,283.2643203,-22.4070553,1.1191223498656575
K2-185 c,c,52.713494,0.1357,2.39,477.0,4.64,0.94,0.96,5788.0,4.48,130.2596625,14.6902225,1.1558132591044374
K2-157 b,b,0.3674722674,0.015000999999999999,0.935,1827.949999999999,1.161,0.86,0.89,5334.0,4.45,183.7514959,-5.7820178,1.3992478649678646
WASP-55 b,b,4.4656294,0.1357,2.6,809.0,2.7888,0.8640925,0.88,5293.0,4.4905,203.7581951,-17.5034961,1.3639610395866055
K2-45 b,b,1.729257,0.1357,10.44,809.0,2.7888,0.685548,0.682189,4262.1,4.4905,169.6327547,-1.7740582,2.1173424652846617
K2-194 b,b,39.721386,0.1357,3.64229858,809.0,2.7888,1.281115,1.110086,5979.0,4.21,204.6089755,-8.9271609,0.5279493712285314
EPIC 206042996 b,b,5.2986,0.1357,1.7,809.0,2.7888,0.5,0.88,4114.0,4.8,337.5136198,-13.6101475,7.04
